list_position,jmdict_id,term,reading,frequency_rank,matched_frequency_word,matched_frequency_reading,match_kind,normalized_match,homograph_candidate_ids,homograph_ambiguous,high_priority,variant_count,review_group_count,review_field_count,representative_bank,representative_row_index_zero_based
847,1408810,打つ,うつ,978,打つ,うつ,definition_variant,False,1408810,False,True,5,5,260,term_bank_37.json,1683
848,1375690,成功,せいこう,979,成功,せいこう,definition_variant,False,1375690,False,True,1,1,7,term_bank_34.json,1053
849,1261190,原因,げんいん,982,原因,げんいん,definition_variant,False,1261190,False,True,2,1,4,term_bank_23.json,1292
850,1429170,調子,ちょうし,983,調子,ちょうし,definition_variant,False,1429170,False,True,1,1,20,term_bank_39.json,1626
851,2540200,と言った,といった,984,と言った,といった,definition_variant,False,2540200,False,False,1,1,2,term_bank_146.json,556
852,1009800,に対して,にたいして,985,に対して,にたいして,definition_variant,False,1009800,False,True,2,1,6,term_bank_2.json,139
853,1150410,愛,あい,986,愛,あい,definition_variant,False,1150410,False,True,1,1,11,term_bank_12.json,1409
854,2770620,おっ,おっ,987,おっ,おっ,definition_variant,False,2770620,False,False,1,1,2,term_bank_168.json,704
855,1180470,押す,おす,988,押す,おす,definition_variant,False,1180470,False,True,1,1,35,term_bank_15.json,1498
856,1384860,切れる,きれる,989,切れる,きれる,definition_variant,False,1384860,False,True,1,1,55,term_bank_35.json,956
857,1592270,首,くび,990,首,くび,definition_variant,False,1592270,False,True,5,1,8,term_bank_56.json,1088
858,2705890,ちょ,ちょ,992,ちょ,ちょ,definition_variant,False,2705890;2833766;2845172,True,False,2,1,3,term_bank_162.json,368
859,2833766,ちょ,ちょ,992,ちょ,ちょ,definition_variant,False,2705890;2833766;2845172,True,False,2,1,3,term_bank_181.json,1094
860,2845172,ちょ,ちょ,992,ちょ,ちょ,definition_variant,False,2705890;2833766;2845172,True,False,2,1,4,term_bank_192.json,824
861,1596690,それぞれ,それぞれ,993,それぞれ,それぞれ,definition_variant,False,1596690,False,True,3,1,3,term_bank_57.json,657
862,1589040,遅れる,おくれる,994,遅れる,おくれる,definition_variant,False,1589040,False,True,2,2,30,term_bank_55.json,1840
863,1175570,円,えん,995,円,えん,definition_variant,False,1175570,False,True,2,1,6,term_bank_15.json,482
864,1006110,すっかり,すっかり,996,すっかり,すっかり,definition_variant,False,1006110,False,True,1,1,6,term_bank_1.json,1418
865,1483190,悲しい,かなしい,997,悲しい,かなしい,definition_variant,False,1483190,False,True,3,1,11,term_bank_45.json,75
866,1269510,後悔,こうかい,998,後悔,こうかい,definition_variant,False,1269510,False,True,1,1,4,term_bank_24.json,804
867,1532710,迷う,まよう,999,迷う,まよう,definition_variant,False,1532710,False,True,2,1,25,term_bank_49.json,942
868,1535440,目指す,めざす,1000,目指す,めざす,definition_variant,False,1535440,False,True,2,1,7,term_bank_49.json,1519
869,1526960,味,あじ,1001,味,あじ,definition_variant,False,1526960,False,True,1,1,18,term_bank_49.json,11
870,1383240,赤い,あかい,1002,赤い,あかい,definition_variant,False,1383240,False,True,3,1,8,term_bank_35.json,590
871,1611030,何でも,なんでも,1003,何でも,なんでも,definition_variant,False,1611030,False,True,1,1,12,term_bank_59.json,1595
872,1263710,現実,げんじつ,1004,現実,げんじつ,definition_variant,False,1263710,False,True,1,1,5,term_bank_23.json,1713
873,1154330,暗い,くらい,1005,暗い,くらい,definition_variant,False,1154330,False,True,4,3,57,term_bank_13.json,345
874,1320760,質問,しつもん,1006,質問,しつもん,definition_variant,False,1320760,False,True,1,1,4,term_bank_29.json,327
875,1241880,緊張,きんちょう,1007,緊張,きんちょう,definition_variant,False,1241880,False,True,1,1,9,term_bank_21.json,1375
876,1327230,手に入れる,てにいれる,1008,手に入れる,てにいれる,definition_variant,False,1327230,False,True,1,1,6,term_bank_29.json,1786
877,1203270,外す,はずす,1009,外す,はずす,definition_variant,False,1203270,False,True,1,1,23,term_bank_17.json,1913
878,1251270,経験,けいけん,1011,経験,けいけん,definition_variant,False,1251270,False,True,1,1,2,term_bank_22.json,1092
879,1985560,すいません,すいません,1012,すいません,すいません,definition_variant,False,1985560,False,False,4,1,5,term_bank_94.json,82
880,2008730,それにしても,それにしても,1014,それにしても,それにしても,definition_variant,False,2008730,False,True,1,1,7,term_bank_96.json,1029
881,1219910,希望,きぼう,1015,希望,きぼう,definition_variant,False,1219910,False,True,2,1,6,term_bank_19.json,1152
882,1309650,指,ゆび,1016,指,ゆび,definition_variant,False,1309650,False,True,3,1,4,term_bank_28.json,238
883,1544590,余裕,よゆう,1017,余裕,よゆう,definition_variant,False,1544590,False,True,1,1,14,term_bank_50.json,1313
884,2717510,ってのは,ってのは,1019,ってのは,ってのは,definition_variant,False,2717510,False,False,1,1,4,term_bank_163.json,701
885,1333330,襲う,おそう,1020,襲う,おそう,definition_variant,False,1333330,False,True,1,1,9,term_bank_30.json,964
886,1351600,証拠,しょうこ,1021,証拠,しょうこ,definition_variant,False,1351600,False,True,1,1,3,term_bank_32.json,304
887,1188880,いつまでも,いつまでも,1022,いつまでも,いつまでも,definition_variant,False,1188880,False,True,2,1,8,term_bank_16.json,1228
888,1441390,点,てん,1023,点,てん,definition_variant,False,1441390,False,True,1,1,32,term_bank_40.json,1821
889,1451170,動かす,うごかす,1025,動かす,うごかす,definition_variant,False,1451170,False,True,1,1,22,term_bank_41.json,1778
890,1528490,妙,みょう,1026,妙,みょう,definition_variant,False,1528490,False,True,1,1,14,term_bank_49.json,251
891,1163700,一人で,ひとりで,1028,一人で,ひとりで,definition_variant,False,1163700,False,True,3,2,8,term_bank_14.json,28
892,1406070,それなら,それなら,1029,それなら,それなら,definition_variant,False,1406070,False,True,2,1,4,term_bank_37.json,1243
893,1305510,しょうがない,しょうがない,1030,しょうがない,しょうがない,definition_variant,False,1305510,False,True,4,4,112,term_bank_27.json,1526
894,1515120,母親,ははおや,1031,母親,ははおや,definition_variant,False,1515120,False,True,1,1,2,term_bank_47.json,1877
895,2022640,番,ばん,1032,番,ばん,definition_variant,False,2022640,False,True,1,1,13,term_bank_97.json,1600
896,2084000,になると,になると,1034,になると,になると,definition_variant,False,2084000,False,True,1,1,3,term_bank_103.json,1637
897,1509290,壁,かべ,1035,壁,かべ,definition_variant,False,1509290,False,True,2,1,11,term_bank_47.json,718
898,1365990,進める,すすめる,1036,進める,すすめる,definition_variant,False,1365990,False,True,1,1,17,term_bank_33.json,1286
899,1610160,対する,たいする,1037,対する,たいする,definition_variant,False,1610160,False,True,1,1,13,term_bank_59.json,1383
900,2840542,んー,んー,1039,んー,んー,definition_variant,False,2840542,False,False,2,1,8,term_bank_188.json,315
901,1472800,背中,せなか,1040,背中,せなか,definition_variant,False,1472800,False,True,1,1,1,term_bank_43.json,1993
902,1177800,遠い,とおい,1041,遠い,とおい,definition_variant,False,1177800,False,True,1,1,21,term_bank_15.json,930
903,1226630,客,きゃく,1042,客,きゃく,definition_variant,False,1226630,False,True,2,1,13,term_bank_20.json,626
904,1477950,髪,かみ,1044,髪,かみ,definition_variant,False,1477950,False,True,1,1,2,term_bank_44.json,1081
905,1478620,判断,はんだん,1046,判断,はんだん,definition_variant,False,1478620,False,True,1,1,8,term_bank_44.json,1257
906,1184160,下がる,さがる,1047,下がる,さがる,definition_variant,False,1184160,False,True,3,2,42,term_bank_16.json,321
907,1244470,苦手,にがて,1048,苦手,にがて,definition_variant,False,1244470,False,True,1,1,6,term_bank_21.json,1812
908,1278410,広い,ひろい,1050,広い,ひろい,definition_variant,False,1278410,False,True,1,1,4,term_bank_25.json,268
909,1479890,半分,はんぶん,1051,半分,はんぶん,definition_variant,False,1479890,False,True,1,1,2,term_bank_44.json,1431
910,1194500,花,はな,1052,花,はな,definition_variant,False,1194500,False,True,2,1,17,term_bank_17.json,153
911,1310720,死,し,1053,死,し,definition_variant,False,1310720,False,True,1,1,5,term_bank_28.json,419
912,1355790,場,ば,1054,場,ば,definition_variant,False,1355790,False,True,1,1,22,term_bank_32.json,1113
913,1226980,逆に,ぎゃくに,1055,逆に,ぎゃくに,definition_variant,False,1226980,False,False,1,1,3,term_bank_20.json,681
914,1606590,別れる,わかれる,1056,別れる,わかれる,definition_variant,False,1606590,False,True,1,1,10,term_bank_59.json,498
915,1524590,妹,いもうと,1057,妹,いもうと,definition_variant,False,1524590,False,True,1,1,2,term_bank_48.json,1488
916,2008680,そうね,そうね,1058,そうね,そうね,definition_variant,False,2008680,False,False,2,1,5,term_bank_96.json,1020
917,1441900,伝わる,つたわる,1059,伝わる,つたわる,definition_variant,False,1441900,False,True,1,1,26,term_bank_40.json,1952
918,1346230,勝負,しょうぶ,1060,勝負,しょうぶ,definition_variant,False,1346230,False,True,1,1,8,term_bank_31.json,1253
919,2831062,てる,てる,1061,てる,てる,definition_variant,False,2831062,False,False,2,1,7,term_bank_178.json,1892
920,1533550,面倒,めんどう,1062,面倒,めんどう,definition_variant,False,1533550,False,True,1,1,7,term_bank_49.json,1109
921,1246270,偶然,ぐうぜん,1064,偶然,ぐうぜん,definition_variant,False,1246270,False,True,1,1,9,term_bank_22.json,189
922,1212410,感情,かんじょう,1065,感情,かんじょう,definition_variant,False,1212410,False,True,1,1,5,term_bank_18.json,1742
923,1590480,格好,かっこう,1068,格好,かっこう,definition_variant,False,1590480,False,True,5,2,32,term_bank_56.json,415
924,2863159,いいよ,いいよ,1069,いいよ,いいよ,definition_variant,False,2863159,False,False,1,1,3,term_bank_209.json,1025
925,1469870,悩む,なやむ,1070,悩む,なやむ,definition_variant,False,1469870,False,True,1,1,3,term_bank_43.json,1411
926,1603990,街,まち,1071,街,まち,definition_variant,False,1603990,False,True,2,1,11,term_bank_58.json,1479
927,1012510,もしかしたら,もしかしたら,1072,もしかしたら,もしかしたら,definition_variant,False,1012510,False,True,2,1,6,term_bank_2.json,711
928,1530510,無駄,むだ,1073,無駄,むだ,definition_variant,False,1530510,False,True,3,2,12,term_bank_49.json,582
929,1318090,自然,しぜん,1075,自然,しぜん,definition_variant,False,1318090,False,True,1,1,9,term_bank_28.json,1863
930,1007230,たった,たった,1076,たった,たった,definition_variant,False,1007230,False,True,1,1,5,term_bank_1.json,1663
931,2843309,もういい,もういい,1078,もういい,もういい,definition_variant,False,2843309,False,False,2,1,4,term_bank_190.json,1491
932,1583260,避ける,さける,1079,避ける,さける,definition_variant,False,1583260,False,True,3,1,10,term_bank_54.json,1929
933,1552120,流す,ながす,1080,流す,ながす,definition_variant,False,1552120,False,True,1,1,42,term_bank_51.json,792
934,1263650,現在,げんざい,1081,現在,げんざい,definition_variant,False,1263650,False,True,2,2,30,term_bank_23.json,1705
935,1580260,傷,きず,1082,傷,きず,definition_variant,False,1580260,False,True,5,3,84,term_bank_54.json,1008
936,1559700,連中,れんちゅう,1084,連中,れんちゅう,definition_variant,False,1559700,False,True,3,1,13,term_bank_52.json,359
937,1589500,降りる,おりる,1085,降りる,おりる,definition_variant,False,1589500,False,True,2,1,26,term_bank_56.json,8
938,1551710,立場,たちば,1086,立場,たちば,definition_variant,False,1551710,False,True,1,1,7,term_bank_51.json,731
939,2832864,その人,そのひと,1087,その人,そのひと,definition_variant,False,2832864,False,False,1,1,6,term_bank_180.json,1357
940,2179900,何もない,なにもない,1089,何もない,なにもない,definition_variant,False,2179900,False,False,4,1,3,term_bank_113.json,950
941,1497680,父親,ちちおや,1090,父親,ちちおや,definition_variant,False,1497680,False,True,2,1,2,term_bank_46.json,590
942,2026850,今すぐ,いますぐ,1091,今すぐ,いますぐ,definition_variant,False,2026850,False,True,2,1,4,term_bank_98.json,295
943,1597200,頼る,たよる,1092,頼る,たよる,definition_variant,False,1597200,False,True,2,1,5,term_bank_57.json,896
944,1244680,苦労,くろう,1093,苦労,くろう,definition_variant,False,1244680,False,True,2,1,12,term_bank_21.json,1841
945,1294940,歳,さい,1095,歳,さい,definition_variant,False,1294940,False,True,2,1,3,term_bank_26.json,1385
946,1202150,皆,みな,1097,皆,みな,definition_variant,False,1202150,False,True,2,1,9,term_bank_17.json,1690
947,1459400,内容,ないよう,1098,内容,ないよう,definition_variant,False,1459400,False,True,1,1,7,term_bank_42.json,1613
948,1381820,静か,しずか,1099,静か,しずか,definition_variant,False,1381820,False,True,2,1,7,term_bank_35.json,307
949,1432900,通す,とおす,1100,通す,とおす,definition_variant,False,1432900,False,True,3,3,300,term_bank_40.json,310
950,1340450,出来る,できる,1101,出来る,できる,definition_variant,False,1340450,False,True,1,1,42,term_bank_31.json,170
951,2857085,ってことは,ってことは,1102,ってことは,ってことは,definition_variant,False,2857085,False,True,1,1,3,term_bank_203.json,1196
952,1210620,勘違い,かんちがい,1103,勘違い,かんちがい,definition_variant,False,1210620,False,True,1,1,4,term_bank_18.json,1394
953,1211310,耐える,たえる,1104,耐える,たえる,definition_variant,False,1211310,False,True,2,1,12,term_bank_18.json,1578
954,1219680,寄る,よる,1106,寄る,よる,definition_variant,False,1219680,False,True,1,1,23,term_bank_19.json,1101
955,1010350,バレる,バレる,1107,バレる,バレる,definition_variant,False,1010350,False,True,2,1,7,term_bank_2.json,242
956,1220800,機会,きかい,1109,機会,きかい,definition_variant,False,1220800,False,True,1,1,4,term_bank_19.json,1324
957,1474910,白い,しろい,1110,白い,しろい,definition_variant,False,1474910,False,True,1,1,15,term_bank_44.json,455
958,1317170,耳,みみ,1111,耳,みみ,definition_variant,False,1317170,False,True,1,1,13,term_bank_28.json,1710
959,1289140,今後,こんご,1112,今後,こんご,definition_variant,False,1289140,False,True,1,1,3,term_bank_26.json,434
960,2002300,その時,そのとき,1113,その時,そのとき,definition_variant,False,2002300,False,False,2,1,5,term_bank_95.json,1785
961,1600720,激しい,はげしい,1114,激しい,はげしい,definition_variant,False,1600720,False,True,3,2,28,term_bank_58.json,241
962,1505070,雰囲気,ふんいき,1116,雰囲気,ふんいき,definition_variant,False,1505070,False,True,2,1,14,term_bank_46.json,1966
963,1363090,申す,もうす,1117,申す,もうす,definition_variant,False,1363090,False,True,1,1,5,term_bank_33.json,524
964,1302090,参加,さんか,1119,参加,さんか,definition_variant,False,1302090,False,True,1,1,4,term_bank_27.json,719
965,2008870,だからこそ,だからこそ,1121,だからこそ,だからこそ,definition_variant,False,2008870,False,False,1,1,3,term_bank_96.json,1052
966,1215320,間違い,まちがい,1122,間違い,まちがい,definition_variant,False,1215320,False,True,1,1,9,term_bank_19.json,258
967,2839776,みたいな,みたいな,1124,みたいな,みたいな,definition_variant,False,2839776,False,False,1,1,5,term_bank_187.json,785
968,1501110,腹,はら,1125,腹,はら,definition_variant,False,1501110,False,True,2,2,52,term_bank_46.json,1168
969,1004780,こら,こら,1126,こら,こら,definition_variant,False,1004780,False,False,3,1,5,term_bank_1.json,1120
970,1215330,間違える,まちがえる,1127,間違える,まちがえる,definition_variant,False,1215330,False,True,1,1,8,term_bank_19.json,259
971,2663180,今から,いまから,1128,今から,いまから,definition_variant,False,2663180,False,False,1,1,4,term_bank_158.json,117
972,1580820,数,かず,1129,数,かず,definition_variant,False,1580820,False,True,1,1,3,term_bank_54.json,1203
973,1264330,言い方,いいかた,1130,言い方,いいかた,definition_variant,False,1264330,False,True,1,1,7,term_bank_23.json,1866
974,1382250,席,せき,1131,席,せき,definition_variant,False,1382250,False,True,1,1,6,term_bank_35.json,425
975,1394800,全く,まったく,1132,全く,まったく,definition_variant,False,1394800,False,True,1,1,11,term_bank_36.json,915
976,1265070,古い,ふるい,1133,古い,ふるい,definition_variant,False,1265070,False,True,3,2,40,term_bank_24.json,10
977,1589880,関わる,かかわる,1134,関わる,かかわる,definition_variant,False,1589880,False,True,3,2,36,term_bank_56.json,148
978,1401240,相当,そうとう,1135,相当,そうとう,definition_variant,False,1401240,False,True,1,1,22,term_bank_37.json,266
979,1263120,減る,へる,1136,減る,へる,definition_variant,False,1263120,False,True,1,1,4,term_bank_23.json,1609
980,1012550,もしもし,もしもし,1137,もしもし,もしもし,definition_variant,False,1012550,False,True,1,1,4,term_bank_2.json,718
981,1078040,チャンス,チャンス,1138,チャンス,チャンス,definition_variant,False,1078040,False,True,1,1,3,term_bank_7.json,649
982,1317340,自ら,みずから,1139,自ら,みずから,definition_variant,False,1317340,False,True,1,1,7,term_bank_28.json,1739
983,1087820,ドア,ドア,1140,ドア,ドア,definition_variant,False,1087820,False,True,1,1,2,term_bank_8.json,46
984,1075940,タイプ,タイプ,1141,タイプ,タイプ,definition_variant,False,1075940,False,True,1,1,14,term_bank_7.json,354
985,1199900,壊れる,こわれる,1142,壊れる,こわれる,definition_variant,False,1199900,False,True,2,1,16,term_bank_17.json,1203
986,1861770,多く,おおく,1143,多く,おおく,definition_variant,False,1861770,False,True,1,1,15,term_bank_84.json,790
987,1158400,移動,いどう,1144,移動,いどう,definition_variant,False,1158400,False,True,1,1,11,term_bank_13.json,1071
988,2216900,この前,このまえ,1145,この前,このまえ,definition_variant,False,2216900,False,True,2,1,11,term_bank_117.json,960
989,1432850,通う,かよう,1146,通う,かよう,definition_variant,False,1432850,False,True,1,1,14,term_bank_40.json,303
990,1532350,明るい,あかるい,1147,明るい,あかるい,definition_variant,False,1532350,False,True,1,1,25,term_bank_49.json,896
991,1535850,戻す,もどす,1148,戻す,もどす,definition_variant,False,1535850,False,True,1,1,9,term_bank_49.json,1603
992,2844997,抱く,だく,1149,抱く,だく,definition_variant,False,2844997,False,True,1,1,8,term_bank_192.json,555
993,1253190,迎える,むかえる,1150,迎える,むかえる,definition_variant,False,1253190,False,True,2,2,38,term_bank_22.json,1688
994,1477310,発見,はっけん,1151,発見,はっけん,definition_variant,False,1477310,False,True,1,1,4,term_bank_44.json,900
995,1593070,超える,こえる,1152,超える,こえる,definition_variant,False,1593070,False,True,2,1,13,term_bank_56.json,1364
996,1404390,息子,むすこ,1153,息子,むすこ,definition_variant,False,1404390,False,True,2,1,3,term_bank_37.json,971
997,1499490,部分,ぶぶん,1155,部分,ぶぶん,definition_variant,False,1499490,False,True,1,1,4,term_bank_46.json,905
998,1530020,無視,むし,1156,無視,むし,definition_variant,False,1530020,False,True,1,1,3,term_bank_49.json,496
999,1329670,受け入れる,うけいれる,1157,受け入れる,うけいれる,definition_variant,False,1329670,False,True,2,1,4,term_bank_30.json,288
1000,1173030,運命,うんめい,1158,運命,うんめい,definition_variant,False,1173030,False,True,2,1,4,term_bank_15.json,1
1001,1008790,とんでもない,とんでもない,1159,とんでもない,とんでもない,definition_variant,False,1008790,False,True,1,1,17,term_bank_1.json,1951
1002,1490220,病院,びょういん,1160,病院,びょういん,definition_variant,False,1490220,False,True,1,1,6,term_bank_45.json,1253
1003,2841254,からって,からって,1161,からって,からって,definition_variant,False,2841254,False,True,2,1,5,term_bank_188.json,1647
1004,2123630,こうやって,こうやって,1162,こうやって,こうやって,definition_variant,False,2123630,False,False,1,1,3,term_bank_107.json,1492
1005,1410780,態度,たいど,1163,態度,たいど,definition_variant,False,1410780,False,True,1,1,11,term_bank_38.json,186
1006,1225510,疑う,うたがう,1164,疑う,うたがう,definition_variant,False,1225510,False,True,1,1,5,term_bank_20.json,426
1007,1483540,比べる,くらべる,1165,比べる,くらべる,definition_variant,False,1483540,False,True,2,1,6,term_bank_45.json,135
1008,1445770,倒す,たおす,1166,倒す,たおす,definition_variant,False,1445770,False,True,1,1,23,term_bank_41.json,743
1009,1178450,遠慮,えんりょ,1167,遠慮,えんりょ,definition_variant,False,1178450,False,True,1,1,16,term_bank_15.json,1020
1010,1009990,のみ,のみ,1168,のみ,のみ,definition_variant,False,1009990,False,True,1,1,4,term_bank_2.json,169
1011,1179840,応援,おうえん,1169,応援,おうえん,definition_variant,False,1179840,False,True,1,1,10,term_bank_15.json,1314
1012,2119870,静かに,しずかに,1171,静かに,しずかに,definition_variant,False,2119870,False,False,1,1,7,term_bank_107.json,679
1013,1320800,実,じつ,1172,実,じつ,definition_variant,False,1320800,False,True,2,1,10,term_bank_29.json,333
1014,1195430,荷物,にもつ,1173,荷物,にもつ,definition_variant,False,1195430,False,True,1,1,7,term_bank_17.json,310
1015,1364440,神,かみ,1174,神,かみ,definition_variant,False,1364440,False,True,1,1,13,term_bank_33.json,882
1016,1205780,確かめる,たしかめる,1175,確かめる,たしかめる,definition_variant,False,1205780,False,True,2,1,6,term_bank_18.json,379
1017,2006560,ずつ,ずつ,1176,ずつ,ずつ,definition_variant,False,2006560,False,True,4,1,6,term_bank_96.json,595
1018,1612040,申し訳ない,もうしわけない,1177,申し訳ない,もうしわけない,definition_variant,False,1612040,False,True,3,1,6,term_bank_59.json,1805
1019,1199890,壊す,こわす,1178,壊す,こわす,definition_variant,False,1199890,False,True,2,1,9,term_bank_17.json,1200
1020,1211150,巻き込む,まきこむ,1179,巻き込む,まきこむ,definition_variant,False,1211150,False,True,2,1,7,term_bank_18.json,1520
1021,1559160,練習,れんしゅう,1180,練習,れんしゅう,definition_variant,False,1559160,False,True,1,1,6,term_bank_52.json,168
1022,1429340,超,ちょう,1182,超,ちょう,definition_variant,False,1429340,False,True,2,1,19,term_bank_39.json,1648
1023,1312260,試す,ためす,1183,試す,ためす,definition_variant,False,1312260,False,True,2,1,5,term_bank_28.json,763
1024,1257250,嫌う,きらう,1184,嫌う,きらう,definition_variant,False,1257250,False,True,1,1,9,term_bank_23.json,466
1025,1198880,会話,かいわ,1185,会話,かいわ,definition_variant,False,1198880,False,True,1,1,4,term_bank_17.json,1026
1026,1292300,再び,ふたたび,1186,再び,ふたたび,definition_variant,False,1292300,False,True,2,1,4,term_bank_26.json,1004
1027,1454510,得意,とくい,1187,得意,とくい,definition_variant,False,1454510,False,True,1,1,12,term_bank_42.json,254
1028,1333750,集中,しゅうちゅう,1188,集中,しゅうちゅう,definition_variant,False,1333750,False,True,1,1,9,term_bank_30.json,1018
1029,1364360,真面目,まじめ,1189,真面目,まじめ,definition_variant,False,1364360,False,True,2,2,14,term_bank_33.json,859
1030,1523110,本日,ほんじつ,1191,本日,ほんじつ,definition_variant,False,1523110,False,True,1,1,3,term_bank_48.json,1228
1031,1304480,残り,のこり,1192,残り,のこり,definition_variant,False,1304480,False,True,1,1,7,term_bank_27.json,1285
1032,1278830,慌てる,あわてる,1193,慌てる,あわてる,definition_variant,False,1278830,False,True,2,1,8,term_bank_25.json,393
1033,1332570,拾う,ひろう,1194,拾う,ひろう,definition_variant,False,1332570,False,True,1,1,26,term_bank_30.json,834
1034,1541620,有名,ゆうめい,1195,有名,ゆうめい,definition_variant,False,1541620,False,True,1,1,3,term_bank_50.json,636
1035,2835613,んな,んな,1196,んな,んな,definition_variant,False,2835613,False,False,1,1,4,term_bank_183.json,661
1036,2839008,ような気がする,ようなきがする,1197,ような気がする,ようなきがする,definition_variant,False,2839008,False,True,2,1,7,term_bank_186.json,1391
1037,1452400,同士,どうし,1198,同士,どうし,definition_variant,False,1452400,False,True,2,1,5,term_bank_41.json,1943
1038,2772380,そうやって,そうやって,1199,そうやって,そうやって,definition_variant,False,2772380,False,False,1,1,4,term_bank_168.json,1071
1039,2027100,どれだけ,どれだけ,1200,どれだけ,どれだけ,definition_variant,False,2027100,False,True,2,1,4,term_bank_98.json,346
1040,1002430,お茶,おちゃ,1201,お茶,おちゃ,definition_variant,False,1002430,False,True,1,1,8,term_bank_1.json,596
1041,1350780,焦る,あせる,1202,焦る,あせる,definition_variant,False,1350780,False,True,1,1,9,term_bank_32.json,157
1042,1247030,繰り返す,くりかえす,1203,繰り返す,くりかえす,definition_variant,False,1247030,False,True,1,1,3,term_bank_22.json,369
1043,1171900,雨,あめ,1204,雨,あめ,definition_variant,False,1171900,False,True,1,1,6,term_bank_14.json,1743
1044,1166180,一部,いちぶ,1205,一部,いちぶ,definition_variant,False,1166180,False,True,2,1,6,term_bank_14.json,513
1045,1264650,限界,げんかい,1206,限界,げんかい,definition_variant,False,1264650,False,True,1,1,3,term_bank_23.json,1947
1046,1440930,まとめる,まとめる,1207,まとめる,まとめる,definition_variant,False,1440930,False,True,2,1,14,term_bank_40.json,1711
1047,1452500,同時,どうじ,1208,同時,どうじ,definition_variant,False,1452500,False,True,1,1,4,term_bank_41.json,1956
1048,1258950,肩,かた,1209,肩,かた,definition_variant,False,1258950,False,True,1,1,2,term_bank_23.json,841
1049,1200740,改めて,あらためて,1210,改めて,あらためて,definition_variant,False,1200740,False,True,1,1,10,term_bank_17.json,1378
1050,1445130,努力,どりょく,1211,努力,どりょく,definition_variant,False,1445130,False,True,1,1,7,term_bank_41.json,612
1051,1566450,ふざける,ふざける,1212,ふざける,ふざける,definition_variant,False,1566450,False,True,2,1,17,term_bank_52.json,1672
1052,1008120,つつ,つつ,1213,つつ,つつ,definition_variant,False,1008120,False,True,1,1,7,term_bank_1.json,1830
1053,1555930,涙,なみだ,1214,涙,なみだ,definition_variant,False,1555930,False,True,8,1,5,term_bank_51.json,1502
1054,1587670,いよいよ,いよいよ,1215,いよいよ,いよいよ,definition_variant,False,1587670,False,True,6,1,10,term_bank_55.json,1330
1055,1412960,大した,たいした,1216,大した,たいした,definition_variant,False,1412960,False,True,1,1,6,term_bank_38.json,594
1056,2842151,さっきから,さっきから,1217,さっきから,さっきから,definition_variant,False,2842151,False,False,1,1,5,term_bank_189.json,1295
1057,1228570,急いで,いそいで,1218,急いで,いそいで,definition_variant,False,1228570,False,True,1,1,7,term_bank_20.json,927
1058,1516310,抱える,かかえる,1219,抱える,かかえる,definition_variant,False,1516310,False,True,1,1,14,term_bank_48.json,68
1059,2841870,でよ,でよ,1220,でよ,でよ,definition_variant,False,2841870,False,False,3,1,5,term_bank_189.json,783
1060,1949660,頑張って,がんばって,1221,頑張って,がんばって,definition_variant,False,1949660,False,True,1,1,5,term_bank_90.json,1870
1061,1189200,何度も,なんども,1222,何度も,なんども,definition_variant,False,1189200,False,False,1,1,5,term_bank_16.json,1302
1062,1199350,回す,まわす,1223,回す,まわす,definition_variant,False,1199350,False,True,2,2,90,term_bank_17.json,1092
1063,1632200,どうか,どうか,1224,どうか,どうか,definition_variant,False,1632200,False,True,2,2,28,term_bank_61.json,1482
1064,1326940,取り戻す,とりもどす,1225,取り戻す,とりもどす,definition_variant,False,1326940,False,True,1,1,7,term_bank_29.json,1720
1065,1221250,帰り,かえり,1226,帰り,かえり,definition_variant,False,1221250,False,True,2,2,6,term_bank_19.json,1396
1066,1012070,まあまあ,まあまあ,1227,まあまあ,まあまあ,definition_variant,False,1012070,False,True,1,1,15,term_bank_2.json,630
1067,1001760,お客さん,おきゃくさん,1228,お客さん,おきゃくさん,definition_variant,False,1001760,False,False,1,1,11,term_bank_1.json,336
1068,2179800,すっごい,すっごい,1229,すっごい,すっごい,definition_variant,False,2179800,False,True,6,2,24,term_bank_113.json,926
1069,1404320,息,いき,1230,息,いき,definition_variant,False,1404320,False,True,1,1,11,term_bank_37.json,958
1070,1373850,世の中,よのなか,1231,世の中,よのなか,definition_variant,False,1373850,False,True,1,1,4,term_bank_34.json,713
1071,1590970,完璧,かんぺき,1232,完璧,かんぺき,definition_variant,False,1590970,False,True,1,1,4,term_bank_56.json,603
1072,2840112,大きくなる,おおきくなる,1234,大きくなる,おおきくなる,definition_variant,False,2840112,False,True,1,1,4,term_bank_187.json,1516
1073,1463520,肉,にく,1235,肉,にく,definition_variant,False,1463520,False,True,1,1,15,term_bank_43.json,398
1074,1252390,警察,けいさつ,1236,警察,けいさつ,definition_variant,False,1252390,False,True,1,1,10,term_bank_22.json,1492
1075,1579130,今年,ことし,1237,今年,ことし,definition_variant,False,1579130,False,True,2,1,2,term_bank_54.json,687
1076,1198960,解決,かいけつ,1238,解決,かいけつ,definition_variant,False,1198960,False,True,1,1,4,term_bank_17.json,1036
1077,1151120,挨拶,あいさつ,1241,挨拶,あいさつ,definition_variant,False,1151120,False,True,1,1,25,term_bank_12.json,1515
1078,1293720,最悪,さいあく,1242,最悪,さいあく,definition_variant,False,1293720,False,True,1,1,8,term_bank_26.json,1199
