jmdict_id,term,g,t,field_id,kind,severity,old,new,reason,shard,batch
1207610,懸ける,3466,59,f18e787t59,xref,minor,赌注；赌注；冒险；赌注；赌博,下注；下注；冒险；押上赌注；赌博,交叉引用逐项对应 wager/bet/risk/stake/gamble，旧译将多个动词误作名词“赌注”。,1,52
1511810,片方,3501,4,f47e1231t4,example,major,这只鞋的另一只在哪里？,这只袜子的另一只在哪里？,日语明确是靴下（袜子），旧译误写成鞋。,1,52
1425050,中途半端,3518,1,f39e859t1,gloss,major,半途而废,敷衍了事,half measures 指不彻底的做法/敷衍了事，旧译“半途而废”是中途放弃。,1,52
1425050,中途半端,3518,4,f39e859t4,gloss,minor,半途,草草了事,by halves 指做得不完整、不充分，旧译“半途”不是自然中文释义。,1,52
1425050,中途半端,3518,5,f39e859t5,gloss,minor,半途而废,半吊子的,half-baked 指不成熟/半吊子，旧译“半途而废”改变了含义。,1,52
1425050,中途半端,3518,6,f39e859t6,gloss,minor,半途而废,轻率的,half-cocked 指仓促草率/准备不充分，旧译“半途而废”不对应。,1,52
1570620,罠,3554,1,f53e530t1,gloss,minor,捕兽网,套索,snare 指捕兽用的套索陷阱，不是捕兽网。,1,53
1571320,舐める,3572,14,f53e671t14,note,major,也写作“なめる”和“むげる”,也写作“ナメる”和“無礼る”,原文列出的是日语写法ナメる和無礼る，旧译把第二个写法误写成了中文读音“むげる”。,1,53
1228230,吸い込む,3598,1,f20e864t1,gloss,minor,呼吸,吸气,to breathe in 的义项是吸气，旧译“呼吸”过于泛化。,1,53
1140590,リーダー,3603,0,f11e1914t0,gloss,major,引导符,领导者,sense 1 的 leader 指领导者；“引导符”是印刷 sense 的译法，错配了义项。,1,53
1477120,発,3618,8,f44e852t8,gloss,minor,（飞机）发动机计数,（飞机发动机的）量词,発在此为计数词，counter for engines 应译为发动机的量词。,1,54
1477120,発,3618,9,f44e852t9,gloss,minor,（枪声、气体爆发等）计数,（枪声、气体爆发等的）量词,counter for gunshots/bursts 是量词，不是“计数”。,1,54
1477120,発,3618,10,f44e852t10,gloss,minor,（子弹、炸弹等）计数,（子弹、炸弹等的）量词,counter for bullets/bombs 应说明为量词。,1,54
1477120,発,3618,11,f44e852t11,gloss,minor,（拳打等）计数,（拳打等的）量词,counter for blows 应译为拳打等的量词。,1,54
1477120,発,3618,12,f44e852t12,gloss,minor,（笑话、双关语等）计数,（笑话、双关语等的）量词,counter for jokes/puns 应译为量词。,1,54
1477120,発,3618,13,f44e852t13,gloss,minor,（想法、念头或猜测）计数,（想法、念头或猜测的）量词,counter for ideas/thoughts/guesses 应译为量词。,1,54
1477120,発,3618,15,f44e852t15,gloss,minor,（射精或性交）计数,（射精或性交的）量词,counter for ejaculations/intercourse 应译为量词。,1,54
1366210,針,3631,4,f33e1316t4,example,major,一条奇怪的鱼钩在钩上。,一条奇怪的鱼上钩了。,針にかかっている表示鱼已上钩，旧译“鱼钩在钩上”主客体错误。,1,54
1175300,越す,3646,1,f15e427t1,gloss,minor,横渡,横越,go across 是泛指横越，旧译“横渡”不必要地限定为水域。,1,54
1478780,半ば,3652,4,f44e1283t4,example,major,她在四十多岁半的时候再婚了。,她在四十五岁左右再婚了。,mid-forties 指四十五岁左右，旧译“在四十多岁半”不通且误义。,1,54
1421590,恥,3694,3,f39e283t3,example,major,知道耻辱。,要知耻！,辱を知れ是命令“要知耻”，旧译“知道耻辱”缺少命令语气且不通。,1,54
1241850,緊急,3700,1,f21e1372t1,gloss,major,急迫,紧急情况,emergency 指紧急情况，旧译“急迫”是形容状态，未表达该名词义。,1,54
1403760,促す,3729,5,f37e851t5,example,minor,他催促她小心驾驶。,他劝她小心驾驶。,urge her to drive carefully 是劝她小心驾驶，旧译“催促”带有催快之意。,1,55
1448780,当り,3788,1,f41e1286t1,example,major,钓了几次，但鱼钩上没有钓到鱼。,有几次咬钩，但没钓到鱼。,当たりはあった表示有鱼咬钩，旧译把鱼钩作为主语，句意不通。,1,55
1012320,むかつく,3808,3,f2e669t3,example,minor,看到这张照片就感到烦恼。,看到这张照片就感到恶心。,EN 的 with disgust 及日语むかつく在此表示恶心/反感，旧译“烦恼”不合语境。,1,55
1259370,見下ろす,3810,5,f23e924t5,gloss,major,俯视,看不起,sense 2 的 look down on 是鄙视他人，旧译“俯视”误作物理方向。,1,55
2843595,デュース,3865,0,f190e1994t0,gloss,critical,双打,平分,deuce（网球等）指平分，旧译“双打”是 doubles 的误译。,1,56
1458550,内心,3971,4,f42e1391t4,example,minor,政治家绝不会透露内心。,政治家绝不会透露内心想法。,inner thoughts 是内心想法，旧译“透露内心”缺少宾语且不自然。,1,57
1266280,呼び掛ける,4059,3,f24e195t3,example,major,我听到远处有人在向我打招呼。,我听到远处有人在呼唤我。,calling me 表示呼唤我，旧译“向我打招呼”改变了动作。,1,58
1196670,吾,4069,6,f17e526t6,example,major,彼也是人，我也是人。,他也是人，我也是人。,原译残留日文汉字“彼”，应译为中文“他”。,1,58
1658430,持ち帰る,4115,3,f64e585t3,gloss,minor,外卖（如食物）,带走（如食物）,to take out (e.g. food) 指把食物带走，旧译“外卖”是名词且改变了动作。,1,58
1612650,ひし,4129,2,f59e1980t2,gloss,minor,某事或某事,各种事情,one thing or another 应为各种事情，旧译“某事或某事”重复且不通。,1,58
1305720,遣い,4134,2,f27e1568t2,gloss,major,出差,去办事,going on an errand 是去办事，旧译“出差”误指商务出行。,1,58
1305720,遣い,4134,3,f27e1568t3,example,major,出差途中，请勿耽搁。,办事途中，请勿耽搁。,例句中的使い指办事/差事，旧译“出差途中”误将其译为商务出差。,1,58
1305720,遣い,4134,9,f27e1568t9,xref,major,使魔；使役,使魔；使魔,familiar spirit; familiar 在此均指使魔，旧译第二项“使役”是术语误解。,1,58
1519170,帽子,4165,4,f48e590t4,note,major,通常写作“ぼうし”,通常写作“ボウシ”,EN 原文是 usu. ボウシ，指通常用片假名写作ボウシ；旧译误写成平假名。,1,59
1565480,嗅ぐ,4213,0,f52e1489t0,gloss,major,闻,嗅,to sniff 对应嗅闻；旧译‘闻’与 t1 的 to smell 对调。,1,59
1565480,嗅ぐ,4213,1,f52e1489t1,gloss,major,嗅,闻,to smell 对应闻；旧译‘嗅’与 t0 的 to sniff 对调。,1,59
1379820,盛大,4237,7,f34e1810t7,example,minor,我叹了一口大气的同时，把面包重重地放在桌子上，然后重重地坐在了椅子上。,我一边长长地叹了口气，一边把面包重重地放在桌上，然后重重地坐到椅子上。,JA 盛大な溜息是长长的叹息，旧译‘叹了一口大气’不合中文习惯且漏出动作语气。,1,59
1206570,学園,4267,4,f18e496t4,example,major,“学校走廊里，浓吻场景……我都听到了！”“才不是浓吻呢！那是夸大其词……”,“学校走廊里，热烈的吻戏……我都听说了！”“才不是什么热烈的吻戏呢！那是夸大其词……”,濃厚なキスシーン是热烈/激情的吻戏，旧译‘浓吻场景’不通顺且误解 scene。,1,60
1281490,荒れる,4274,4,f25e836t4,gloss,minor,变得荒芜,变得荒废,to become neglected 与荒废对应，旧译‘变得荒芜’和其他 sense 混同。,1,60
1281490,荒れる,4274,5,f25e836t5,gloss,minor,变得荒芜,变得破败,to become dilapidated 指变得破败，旧译‘变得荒芜’未表达破旧失修。,1,60
1281490,荒れる,4274,6,f25e836t6,example,minor,通往村庄的道路非常荒芜。,通往村庄的道路非常崎岖不平。,JA 荒れています及 EN rough 描写道路状况差，‘荒芜’用于道路不自然。,1,60
1747960,あくまでも,4313,7,f72e1942t7,example,major,天空始终是蓝色的。,天空蓝得不能再蓝。,JA あくまでも青い及 EN as blue as blue can be 是极度湛蓝，旧译‘始终是蓝色的’误成持续时间义。,1,60
1281720,行き先,4345,3,f25e876t3,example,minor,您知道他的去向地址吗？,您知道目的地的地址吗？,行き先の住所是目的地的地址，旧译‘去向地址’搭配不当。,1,60
1168910,引き継ぐ,4358,5,f14e1030t5,example,major,我的儿子大概会继承这份工作。,接手这份工作,take over the job 指接手工作，旧译‘继承这份工作’误作继承财产/传统。,1,60
1345640,除く,4362,7,f31e1166t7,gloss,major,留出,不包括,leave out 指不包括/遗漏，旧译‘留出’改变了方向。,1,60
1328120,手遅れ,4399,0,f29e1942t0,gloss,major,迟误,为时已晚,being too late 对应为时已晚，旧译‘迟误’不是该状态义。,1,61
1358760,尻,4404,1,f32e1660t1,gloss,major,屁股,后面,sense 的 EN behind 是后面，旧译‘屁股’与 t0 buttocks 混淆。,1,61
1310300,支払う,4468,1,f28e336t1,note,major,“支”是音读汉字,“支”是借字（当て字）,支 is ateji 指借字/当て字，旧译‘音读汉字’错误解释了术语。,1,61
1365810,身分,4472,4,f33e1255t4,example,minor,他是身份高的人。,他是社会地位很高的人。,high social status 需明确社会地位，旧译‘身份高的人’搭配生硬且范围偏移。,1,61
1036930,カウンター,4495,2,f4e566t2,example,major,当计数器的值达到指定的“整数”时，显示祝贺信息。,当计数器的值达到指定的“纪念号码”时，显示祝贺信息。,日语キリ番指网页计数器的整号/纪念号码，旧译‘整数’误为数学术语。,1,62
1714490,何らか,4530,2,f69e1926t2,gloss,minor,以某种方式,以任何方式,in any way 应为‘以任何方式’，旧译‘以某种方式’缩窄了 any。,1,62
2861508,パス,4584,3,f207e1843t3,example,minor,这里说明关于文字和路径的轮廓的作成。,这里说明文字和路径轮廓的创建方法。,EN/JA 是文字和路径轮廓的创建，旧译‘轮廓的作成’中文不通顺。,1,62
1456850,突きつける,4610,5,f42e867t5,gloss,major,出示,以（证据、事实等）与某人对质,to confront someone with evidence/facts 是拿证据或事实与某人对质，旧译‘出示’遗漏对象关系。,1,63
1288500,惚れる,4613,4,f26e315t4,example,minor,比尔似乎对玛丽一见钟情。,比尔似乎迷上了玛丽。,stuck on Mary 表示迷上/着迷，不含一见钟情这一时间限定。,1,63
1288500,惚れる,4613,8,f26e315t8,gloss,major,被吸引,留下深刻印象,to be impressed by 指留下深刻印象，旧译‘被吸引’与 attraction sense 混淆。,1,63
1006140,すっと,4659,5,f1e1425t5,example,minor,他在那儿迅速套上了衬衫。,他在那儿迅速套上了那件花哨的衬衫。,EN gaudy shirt 明确包含花哨这一修饰，旧译漏译。,1,63
1006140,スッと,4660,5,f1e1426t5,example,minor,他在那旁边迅速穿上了衬衫。,他在那旁边迅速穿上了那件花哨的衬衫。,EN gaudy shirt 明确包含花哨这一修饰，旧译漏译。,1,63
1559140,練る,4676,2,f52e160t2,example,major,请把我的心和想法揉捏得清澈一些。,请磨炼并净化我的内心和思想。,心と思いを練り清める是磨炼并净化内心和思想，旧译‘揉捏得清澈’错义且不通。,1,63
1029150,エッチ,4710,19,f3e1402t19,xref,minor,② 洞；杯,② 球洞；洞杯,golf 的 hole/cup 指球洞和洞杯，旧译‘洞；杯’过泛。,1,63
2834138,思いきり,4732,9,f181e1825t9,example,major,我想尽情工作。,我想尽力工作。,to the best of my ability 指尽力/竭尽所能，旧译‘尽情工作’误成享受式动作。,1,64
1231490,牛,4793,8,f20e1504t8,example,major,牛肉,在日本，牛肉的霜降纹理很丰富。,EN/JA 说明日本牛肉有较高程度的大理石纹脂肪，旧译仅‘牛肉’漏掉完整信息。,1,64
1231490,牛,4793,9,f20e1504t9,xref,critical,中国北方天空的“牛”星宿（二十八宿之一）,牛肉,该 xref EN 是 beef，旧译却填入牛宿释义，字段对应错位。,1,64
1231490,牛,4793,10,f20e1504t10,gloss,critical,北方天空的七宿（中国星座）,中国“牛”星宿（二十八宿之一）,EN 是 Chinese Ox constellation，旧译填成北方七宿，误配了另一 xref。,1,64
1231490,牛,4793,12,f20e1504t12,xref,critical,牛（Bos taurus）,② 北方天空的七宿（中国星宿）,EN 是 northern heavens 的 seven mansions，旧译却填入牛（Bos taurus），与源文完全不符。,1,64
2009980,やらかす,4808,4,f96e1275t4,example,minor,丹是个完全脱轨的家伙。接下来他会搞什么，完全无法预测。,丹这个人完全不正常。接下来他会搞什么，完全无法预测。,off the wall 指古怪/不正常，旧译‘脱轨的家伙’不自然且不忠实。,1,64
1513940,保存,4812,4,f47e1639t4,example,minor,我们应该保存乡村的美丽。,我们应该保护乡村的美景。,preserve the beauties of the countryside 应为保护乡村美景，旧译‘保存美丽’搭配不当。,1,64
2838589,無理をする,4864,0,f186e557t0,gloss,major,勉强,过度劳累,无理をする的 work too hard 是过度劳累，旧译‘勉强’未表达过度用力。,1,65
2838589,無理をする,4864,1,f186e557t1,gloss,major,勉强,过分努力,try too hard 应为过分努力，旧译‘勉强’义项不准确。,1,65
2838589,無理をする,4864,2,f186e557t2,gloss,major,勉强,使自己过度劳累,strain oneself 表示使自己过度劳累，旧译‘勉强’遗漏受事和程度。,1,65
2838589,無理をする,4864,3,f186e557t3,gloss,major,勉强,做过头,overdo it 表示做得过头，旧译‘勉强’错义。,1,65
2838589,無理をする,4864,4,f186e557t4,gloss,major,勉强,做得过头,go too far 在该短语义项中表示做得过头，旧译‘勉强’不对应。,1,65
1594100,仕掛,4901,2,f56e1724t2,gloss,minor,机械,机制,仕掛的 mechanism 是机制，旧译‘机械’指机器，词义不符。,1,65
2850932,気持ちよく,5157,5,f197e1441t5,gloss,minor,readily,欣然地,气持ちよく的 willingly/readily 应译为欣然地，旧译残留英文 readily。,1,67
1357550,職人,5442,2,f32e1435t2,gloss,major,商人,工匠,職人的 tradesman 指从事手艺行业的工匠，旧译‘商人’误解为merchant。,1,70
2027080,べきではない,5455,1,f98e339t1,gloss,minor,必须不,不得,べきではない的 must not 应译为不得，旧译‘必须不’不符合简体中文表达。,1,70
2827352,堪える,5526,4,f175e663t4,xref,minor,① 忍受；坚持；忍耐；忍受,① 忍受；承受；忍耐；忍受,xref 中 to stand 在堪える义项中应为承受，与同组 t1 对应；旧译‘坚持’偏离。,1,70
1387640,先行,5561,10,f35e1544t10,gloss,major,领跑者,跟随领先马匹的赛马,赛马术语 stalker 指跟随领先马匹的赛马，旧译‘领跑者’方向相反。,1,70
2435520,ならともかく,5607,0,f137e203t0,gloss,major,如果是……的话,……还另当别论,ならともかく表示‘如果是……还另当别论’，原译仅有条件部分，遗漏转折限定。,1,71
2435520,ならともかく,5607,1,f137e203t1,gloss,major,如果是……的话,……还另当别论,ならともかく表示‘如果是……还另当别论’，原译仅有条件部分，遗漏转折限定。,1,71
1419270,団体,5635,1,f38e1851t1,gloss,major,政党,一行,本 sense 与 group/team 同列，party 指一群同行者，不是政治组织‘政党’。,1,71
1207590,掛かる,5644,1,f18e778t1,example,minor,收集那么多硬币花了多少年月？,收集那么多硬币花了多长时间？,どれだけの年月がかかりましたか询问耗时，原译‘多少年月’中文不通顺且误作年月数量。,1,71
2185560,あとを追う,5669,3,f114e23t3,gloss,minor,追跑,追赶,run after 的常用中文义为追赶，原译‘追跑’不自然。,1,72
1167650,逸らす,5676,5,f14e748t5,example,major,请不要让我分心于工作。,请不要让我在工作上分心。,気を仕事からそらさないで表示不要使我从工作上分心，原译‘分心于工作’方向相反。,1,72
1148850,ワイン,5745,1,f12e1107t1,example,critical,哪一个；哪种,为什么不尝尝那美味的葡萄酒？,例句日文明确是在询问为何不喝美味葡萄酒，原译‘哪一个；哪种’完全错义。,1,72
1456040,独立,5756,2,f42e532t2,gloss,minor,自给自足,自食其力,supporting oneself 指自食其力，原译‘自给自足’偏向物资独立。,1,72
1357670,色気,5760,10,f32e1452t10,gloss,major,性感情,性冲动,sexual feelings 是性冲动/性欲，原译‘性感情’为不通的直译。,1,72
1853990,相談に乗る,5849,1,f83e1649t1,gloss,minor,劝谏,提供咨询,相談に乗る的 counsel 是提供咨询/建议，原译‘劝谏’带有规劝训诫义，不合一般语境。,1,73
1956650,団,5943,1,f91e1094t1,gloss,major,部队,团体,団作后缀的 body 是团体/组织，原译‘部队’无军事依据。,1,74
1956650,団,5943,2,f91e1094t2,gloss,major,党,一伙人,団的 party 指一群人/一伙人，原译‘党’误导为政党。,1,74
1358010,触れ合う,6035,2,f32e1515t2,gloss,minor,偶遇,有过接触,have a brush with 表示短暂接触或遭遇，原译‘偶遇’过窄且遗漏接触语义。,1,74
1113780,ブラック,6073,10,f9e1980t10,gloss,major,黑脸角色,粗体字,heavy-faced type 指粗体字/粗黑字体，原译‘黑脸角色’误解为表演术语。,1,75
1258130,権限,6098,3,f23e637t3,example,minor,你凭什么权限让我出去？,你凭什么权力叫我出去？,何の権限で表示凭什么权力/权限，中文例句用‘权力’更自然；原译‘凭什么权限’搭配不通。,1,75
1226160,議論,6151,0,f20e531t0,gloss,major,论据,争论,議論的 argument 指争论/论证，不是作为证据的‘论据’。,1,75
1226160,議論,6151,4,f20e531t4,example,major,那个论据漏洞百出。,那番论证漏洞百出。,その議論指整套论证或争论，原译把对象错成单个论据。,1,75
1851760,振り絞る,6183,4,f83e1157t4,gloss,major,嘶声力竭,竭力发声,strain one's voice 指竭力发声/喊破嗓子，原译‘嘶声力竭’词序和搭配均不通。,1,76
1357160,飾り,6196,3,f32e1372t3,example,major,请用装饰胶带把那个箱子捆好。,请用装饰胶带装饰那个箱子。,Do up the box with decorative tape 是用装饰胶带装饰箱子，原译‘捆好’改变了动作。,1,76
1075040,センター,6338,3,f7e242t3,gloss,major,中野手,中外野手,baseball 的 center fielder 是中外野手，原译漏掉了外野。,1,77
2856506,リード,6356,1,f203e84t1,example,critical,保姆,双簧管演奏者中，有些人不是去寻找适合自己的簧片，而是觉得自己制作更快，于是就自己制作簧片。,日文リード及英文 reed 指乐器簧片；例句原译误成与语境无关的‘保姆’，需按日文完整翻译。,1,77
1309700,指揮,6429,5,f28e249t5,example,major,指挥指挥管弦乐队。,指挥家指挥管弦乐队。,英文 conductor directs an orchestra，原译‘指挥指挥’重复且缺少指挥家这一主语。,1,77
1281480,荒らす,6454,6,f25e834t6,example,major,他们侵入了我的果园。,他们糟蹋了我的果园。,荒らす在此表示糟蹋、破坏果园，原译‘侵入’遗漏了破坏含义。,1,78
1337370,祝い,6470,4,f30e1681t4,example,major,我为他的毕业祝贺发去了电报。,我发电报祝贺他毕业。,日文表示为他的毕业庆贺而发电报，原译语序生硬且将祝贺误作名词修饰。,1,78
1415870,沢山,6521,8,f38e1063t8,example,major,爸爸能用烟圈吹出很多圈。,爸爸能用烟吹出很多烟圈。,日文与英文均指吹出许多烟圈，原译‘用烟圈吹出很多圈’主客体颠倒。,1,78
1583180,半日,6553,1,f54e1894t1,example,major,有半日 tour 吗？,有半日游吗？,原译残留英文 tour；日文半日のツアー应译为半日游。,1,78
1382990,積もる,6592,2,f35e554t2,example,major,积尘成山。,积少成多。,英文谚语和日文均表达积少成多，原译‘积尘成山’不符合中文常用表达。,1,79
1552110,流し込む,6605,5,f51e790t5,example,major,页面加载完成后，将更新信息注入页面内 prototype.js,页面加载完成后，prototype.js 会将更新信息注入页面。,原译将 prototype.js 错置句末且主语关系不清，需按日文重组。,1,79
1855750,身を護る,6624,2,f83e1995t2,example,major,我们从危险中保护了自己。,我们保护自己免受危险。,から表示防御对象，原译‘从危险中保护’搭配不当。,1,79
1259510,見計らう,6667,1,f23e953t1,example,major,这些商品是样品。,这些商品可以先试用再决定是否购买。,on approval 指先试用、满意后购买，原译‘是样品’错义。,1,79
1256520,兼ねる,6684,0,f23e295t0,gloss,critical,健忘,无法,兼ねる后缀义为无法、难以，原译‘健忘’完全错误。,1,79
1256520,兼ねる,6684,1,f23e295t1,gloss,critical,健忘症,难以（做某事）,英文 find difficult to do，原译完全错误。,1,79
1256520,兼ねる,6684,2,f23e295t2,note,critical,健棒,接在动词ます形词干后,说明语义为接在动词ます形词干后，原译‘健棒’为乱码错义。,1,79
1256520,兼ねる,6684,3,f23e295t3,example,critical,健啖,因为情况如此，很遗憾我无法接受您的盛情邀请。,例句应表达因情况所限无法接受邀请，原译‘健啖’完全错误。,1,79
1256520,兼ねる,6684,4,f23e295t4,xref,critical,健啖家,很可能……；不难……；可能……；也许……；可以……；不会犹豫……,xref 对应兼ねる的可能性与不犹豫等义，原译‘健啖家’完全错误。,1,79
1256520,兼ねる,6684,5,f23e295t5,gloss,critical,兼,兼任两种以上职能或角色,serve two or more functions or roles simultaneously，原译仅‘兼’信息缺失。,1,79
1256520,兼ねる,6684,6,f23e295t6,gloss,critical,兼す,兼具（两种以上特征）,contain or combine two or more features，原译‘兼す’为错误残留。,1,79
1256520,兼ねる,6684,7,f23e295t7,example,critical,兼ねる,今天我进城买东西，顺便替奶奶跑腿。,例句表达买东西兼替奶奶跑腿，原译‘兼ねる’未翻译。,1,79
1256520,兼ねる,6684,8,f23e295t8,example,critical,兼ね合い,我想找一份能兼顾学习和娱乐的工作。,例句表达兼顾学习和娱乐，原译‘兼ね合い’为错误残留。,1,79
1256520,兼ねる,6684,9,f23e295t9,gloss,critical,兼合い,同时从事两份以上工作（职位等）,英文明确为同时担任多个工作，原译‘兼合い’完全错误。,1,79
1256520,兼ねる,6684,10,f23e295t10,gloss,critical,兼ね仕える,兼做,to do alongside 应译为兼做，原译‘兼ね仕える’为错误残留。,1,79
1256520,兼ねる,6684,11,f23e295t11,gloss,critical,兼ね備える,碍于顾虑他人而不便做某事,hesitate out of consideration for others，原译‘兼ね備える’完全错误。,1,79
1256520,兼ねる,6684,12,f23e295t12,gloss,critical,兼ね役,兼顾将来（以及现在）,think of the future as well as the present，原译‘兼ね役’完全错误。,1,79
1606280,諒承,6818,5,f59e374t5,example,major,我们已确认您关于此事的请求。,我们已接受您关于此事的请求。,英文 accepted 及日文了承します表示接受请求，原译‘确认请求’语义偏差。,1,80
1603510,干す,6830,8,f58e1287t8,example,major,为什么中途突然被剥夺了职务呢？,为什么他中途突然被从队里除名了？,日文及英文指运动队中途被弃用/除名，原译‘被剥夺了职务’不合语境。,1,80
1447740,東京都,6837,0,f41e1096t0,gloss,major,东京都（府）,东京都（都）,Tokyo Metropolis 是东京都，括注应为都；原译‘府’为行政区划错误。,1,80
2210240,どうしたって,6890,3,f116e1192t3,example,major,很抱歉，但这无论如何都是不合理的。,很抱歉，但无论如何都不可能。,日文无理表示不可能，原译‘不合理’错义。,1,81
1166120,一秒,6895,1,f14e502t1,example,major,每秒才六便斯呢。,每秒才六便士呢。,pence 的规范中文为便士，原译‘便斯’为错误译名。,1,81
1169180,引き戻す,6896,2,f14e1108t2,example,major,再次被残酷的现实拉回现实。,这让我再次回到残酷的现实。,bring me down to earth 表示使我回到现实，原译‘拉回现实’重复且主语不自然。,1,81
1407140,他者,6931,2,f37e1400t2,example,major,我们每个人都内心深处都渴望与他人融为一体。,我们每个人内心深处都渴望与他人融为一体。,原译‘我们每个人都内心深处’语序错误，需修正为通顺中文。,1,81
1391020,洗濯物,6956,2,f36e271t2,example,major,我的洗衣物该放在哪里？,我的脏衣服该放在哪里？,洗濯物在此指待洗衣物，原译‘我的洗衣物’不通顺。,1,81
1456830,突き飛ばす,6982,0,f42e860t0,gloss,major,刺向,推开,to thrust away 表示推开，原译‘刺向’方向相反。,1,82
1456830,突き飛ばす,6982,1,f42e860t1,gloss,major,刺向,击飞,to send flying 表示击飞，原译‘刺向’错义。,1,82
1389410,占い,7015,1,f35e1829t1,gloss,major,占星术,占卜,divination 是占卜，原译‘占星术’范围过窄。,1,82
1389410,占い,7015,4,f35e1829t4,gloss,major,占星术师,占卜师,diviner 是占卜师，原译‘占星术师’错义。,1,82
1262910,幻覚,7016,2,f23e1571t2,example,major,她说她看到了幻象。,她说自己看到了幻觉。,seeing things 在此指出现幻觉，原译‘幻象’不如‘幻觉’准确。,1,82
1003100,がたがた,7030,0,f1e771t0,gloss,major,嘎啦嘎啦,嘎嘎作响,rattling 应表达物体碰撞发出的嘎嘎声，原译所有义项重复为‘嘎啦嘎啦’。,1,82
1003100,がたがた,7030,1,f1e771t1,gloss,major,嘎啦嘎啦,哐啷作响,clattering 指哐啷作响。,1,82
1003100,がたがた,7030,2,f1e771t2,example,major,暴风雨把雨户嘎啦嘎啦地摇响了。,暴风雨把百叶窗摇得嘎嘎作响。,雨户为挡风雨的百叶窗/雨窗，需自然翻译 storm rattled the shutters。,1,82
1003100,がたがた,7030,3,f1e771t3,gloss,major,嘎啦嘎啦,发抖,trembling 指发抖。,1,82
1003100,がたがた,7030,4,f1e771t4,gloss,major,嘎啦嘎啦,瑟瑟发抖,shivering 指瑟瑟发抖。,1,82
1003100,がたがた,7030,5,f1e771t5,gloss,major,嘎啦嘎啦,颤抖,quaking 指颤抖。,1,82
1003100,がたがた,7030,6,f1e771t6,gloss,major,嘎啦嘎啦,摇晃,wobbling 指摇晃、不稳。,1,82
1003100,がたがた,7030,7,f1e771t7,gloss,major,嘎啦嘎啦,摇摆,swaying 指摇摆。,1,82
1003100,がたがた,7030,8,f1e771t8,gloss,major,嘎啦嘎啦,抱怨,whining 指抱怨、哀鸣。,1,82
1003100,がたがた,7030,9,f1e771t9,gloss,major,嘎啦嘎啦,嘟囔,grumbling 指嘟囔、发牢骚。,1,82
1003100,がたがた,7030,10,f1e771t10,gloss,major,嘎啦嘎啦,发牢骚,griping 指发牢骚。,1,82
1003100,がたがた,7030,11,f1e771t11,gloss,major,嘎啦嘎啦,抱怨个不停,bellyaching 指不停抱怨。,1,82
1003100,がたがた,7030,12,f1e771t12,gloss,major,嘎啦嘎啦,摇摇晃晃的,rickety 指摇摇晃晃、不牢固。,1,82
1003100,がたがた,7030,13,f1e771t13,gloss,major,嘎啦嘎啦,不稳的,shaky 指不稳的。,1,82
1003100,がたがた,7030,14,f1e771t14,gloss,major,嘎啦嘎啦,摇晃的,wobbly 指摇晃、不稳的。,1,82
1003100,がたがた,7030,15,f1e771t15,gloss,major,嘎啦嘎啦,破旧不堪的,decrepit 指破旧不堪。,1,82
1003100,がたがた,7030,16,f1e771t16,gloss,major,嘎啦嘎啦,摇摇欲坠的,ramshackle 指摇摇欲坠、破败的。,1,82
1003100,がたがた,7030,17,f1e771t17,gloss,major,嘎啦嘎啦,破败的,broken down 指破败、失修。,1,82
2098240,ではある,7086,2,f105e344t2,example,major,那条冰川虽然缓慢，但确实在移动。,那条冰川虽然每次只移动几英寸，但确实在移动。,but by inches 表示仅移动几英寸，原译遗漏了微小幅度。,1,82
1182720,屋体,7151,4,f16e56t4,gloss,major,节日彩船,节日花车,屋台的祭典义为节日游行花车/台车，不是船，原译‘彩船’误指船只。,1,83
1182720,屋体,7151,7,f16e56t7,xref,major,节日彩船（可供舞蹈）,节日花车（可供跳舞）,xref 同样指可在其上跳舞的节日花车，原译‘彩船’误指船只。,1,83
1412770,台無し,7194,0,f38e534t0,gloss,major,糟蹋,被毁掉的,台無し作形容词时意为 spoiled/ruined，原译‘糟蹋’是施事动词，词性和语义不对。,1,83
1412770,台無し,7194,1,f38e534t1,gloss,major,糟蹋,被毁掉的,台無し作形容词时意为 spoiled/ruined，原译‘糟蹋’是施事动词，词性和语义不对。,1,83
1412770,台無し,7194,6,f38e534t6,gloss,major,（变得）一无是处,化为乌有,coming to nothing 指落空或化为乌有，原译‘一无是处’指价值低，义项不符。,1,83
1330280,授ける,7196,4,f30e422t4,example,critical,如果看到圣灵降临并停留在某人身上，那人就是受圣灵施洗的人。,如果看到圣灵降临并停留在某人身上的那一位，那一位就是用圣灵施洗的人。,日文和英文说的是‘给人施洗的人’，原译‘受圣灵施洗的人’把施事者和受事者倒置。,1,83
1335220,従える,7308,5,f30e1301t5,gloss,major,臣服,使臣服,to subjugate 是使他者臣服的及物动作，原译‘臣服’为主体自行服从，方向错误。,1,84
2275910,バレバレ,7331,1,f123e1452t1,gloss,major,透明,一眼就能看穿的,バレバレ的 transparent 指秘密、谎言等明显到一眼看穿，原译‘透明’按物理透明理解，义项不符。,1,84
1381160,誠に,7340,5,f35e122t5,gloss,major,诚然,真诚地,sincerely 是真诚地，原译‘诚然’表示确实/当然，词义和副词用法不符。,1,84
