list_position,jmdict_id,term,reading,frequency_rank,scope_band,previously_reviewed_5pct,previous_uncertain_fields,matched_frequency_word,matched_frequency_reading,match_kind,normalized_match,homograph_candidate_ids,homograph_ambiguous,high_priority,variant_count,review_group_count,review_field_count,example_field_count,all_variant_field_count,body_characters,representative_bank,representative_row_index_zero_based
1652,1005210,さっぱり,さっぱり,1906,已校对前5%,True,0,さっぱり,さっぱり,definition_variant,False,1005210,False,True,1,1,25,5,25,673,term_bank_1.json,1243
1653,2153790,名,めい,1908,已校对前5%,True,0,名,めい,definition_variant,False,2153790,False,False,1,1,13,2,13,478,term_bank_110.json,1785
1654,1306470,刺す,さす,1912,已校对前5%,True,0,刺す,さす,definition_variant,False,1306470,False,True,1,1,18,2,18,363,term_bank_27.json,1700
1655,2029070,なり,なり,1913,已校对前5%,True,0,なり,なり,definition_variant,False,2029070,False,True,1,1,13,3,13,777,term_bank_98.json,704
1656,1379690,盛り上がる,もりあがる,1914,已校对前5%,True,0,盛り上がる,もりあがる,definition_variant,False,1379690,False,True,2,1,8,2,16,255,term_bank_34.json,1786
1657,1459640,ながら,ながら,1915,已校对前5%,True,0,ながら,ながら,definition_variant,False,1459640,False,True,2,2,40,4,40,1273,term_bank_42.json,1682
1658,1562400,話題,わだい,1917,已校对前5%,True,0,話題,わだい,definition_variant,False,1562400,False,True,1,1,7,1,7,143,term_bank_52.json,959
1659,1008890,と同じように,とおなじように,1918,已校对前5%,True,0,と同じように,とおなじように,definition_variant,False,1008890,False,False,2,1,3,1,6,119,term_bank_1.json,1971
1660,1008370,でかい,でかい,1920,已校对前5%,True,0,でかい,でかい,definition_variant,False,1008370,False,True,2,1,4,1,8,147,term_bank_1.json,1876
1661,2829760,その手,そのて,1922,已校对前5%,True,0,その手,そのて,definition_variant,False,2829760,False,False,2,1,5,0,10,58,term_bank_177.json,1313
1662,1403020,騒ぎ,さわぎ,1923,已校对前5%,True,0,騒ぎ,さわぎ,definition_variant,False,1403020,False,True,1,1,3,1,3,76,term_bank_37.json,662
1663,1161310,１回,いっかい,1924,已校对前5%,True,0,１回,いっかい,definition_variant,False,1161310,False,True,2,1,8,1,16,150,term_bank_13.json,1612
1664,1188530,何より,なにより,1925,已校对前5%,True,0,何より,なにより,definition_variant,False,1188530,False,True,1,1,11,3,11,446,term_bank_16.json,1164
1665,1199720,回復,かいふく,1926,已校对前5%,True,0,回復,かいふく,definition_variant,False,1199720,False,True,2,1,10,1,20,215,term_bank_17.json,1168
1666,1343460,暑い,あつい,1927,已校对前5%,True,0,暑い,あつい,definition_variant,False,1343460,False,True,1,1,12,1,12,236,term_bank_31.json,695
1667,1558050,歴史,れきし,1928,已校对前5%,True,0,歴史,れきし,definition_variant,False,1558050,False,True,1,1,2,1,2,85,term_bank_51.json,1901
1668,1508070,平和,へいわ,1929,已校对前5%,True,0,平和,へいわ,definition_variant,False,1508070,False,True,1,1,3,1,3,76,term_bank_47.json,491
1669,1486530,美人,びじん,1930,已校对前5%,True,0,美人,びじん,definition_variant,False,1486530,False,True,1,1,5,1,5,128,term_bank_45.json,669
1670,1364920,神様,かみさま,1931,已校对前5%,True,0,神様,かみさま,definition_variant,False,1364920,False,True,2,1,11,1,22,171,term_bank_33.json,1084
1671,1519340,暴れる,あばれる,1932,已校对前5%,True,0,暴れる,あばれる,definition_variant,False,1519340,False,True,1,1,5,1,5,124,term_bank_48.json,621
1672,1143920,ルール,ルール,1933,已校对前5%,True,0,ルール,ルール,definition_variant,False,1143920,False,True,1,1,2,1,2,78,term_bank_12.json,378
1673,1272820,光る,ひかる,1934,已校对前5%,True,0,光る,ひかる,definition_variant,False,1272820,False,True,1,1,4,1,4,116,term_bank_24.json,1439
1674,1293830,最後まで,さいごまで,1936,已校对前5%,True,0,最後まで,さいごまで,definition_variant,False,1293830,False,False,1,1,3,1,3,123,term_bank_26.json,1215
1675,1257540,建物,たてもの,1937,已校对前5%,True,0,建物,たてもの,definition_variant,False,1257540,False,True,1,1,2,1,2,86,term_bank_23.json,519
1676,1258520,研究,けんきゅう,1938,已校对前5%,True,0,研究,けんきゅう,definition_variant,False,1258520,False,True,1,1,4,1,4,109,term_bank_23.json,735
1677,1366410,人,じん,1939,已校对前5%,True,0,人,じん,definition_variant,False,1366410,False,True,1,1,10,0,10,275,term_bank_33.json,1341
1678,1361480,新,しん,1941,已校对前5%,True,0,新,しん,definition_variant,False,1361480,False,True,1,1,9,1,9,284,term_bank_33.json,257
1679,1453900,瞳,ひとみ,1942,已校对前5%,True,0,瞳,ひとみ,definition_variant,False,1453900,False,True,2,1,5,2,10,226,term_bank_42.json,146
1680,2833977,みたいです,みたいです,1943,已校对前5%,True,0,みたいです,みたいです,definition_variant,False,2833977,False,False,1,1,4,0,4,52,term_bank_181.json,1535
1681,1600290,伸ばす,のばす,1944,已校对前5%,True,0,伸ばす,のばす,definition_variant,False,1600290,False,True,2,2,52,14,52,2059,term_bank_58.json,9
1682,1538690,油断,ゆだん,1945,已校对前5%,True,0,油断,ゆだん,definition_variant,False,1538690,False,True,1,1,5,1,5,132,term_bank_50.json,143
1683,1252310,警戒,けいかい,1948,已校对前5%,True,0,警戒,けいかい,definition_variant,False,1252310,False,True,1,1,6,1,6,128,term_bank_22.json,1481
1684,1179810,応える,こたえる,1949,已校对前5%,True,0,応える,こたえる,definition_variant,False,1179810,False,True,1,1,14,2,14,487,term_bank_15.json,1306
1685,1577200,可愛い,かわいい,1950,已校对前5%,True,0,可愛い,かわいい,definition_variant,False,1577200,False,True,1,1,21,2,21,461,term_bank_54.json,93
1686,1521420,僕たち,ぼくたち,1951,已校对前5%,True,0,僕たち,ぼくたち,definition_variant,False,1521420,False,True,2,1,2,1,4,81,term_bank_48.json,958
1687,1227720,休憩,きゅうけい,1953,已校对前5%,True,0,休憩,きゅうけい,definition_variant,False,1227720,False,True,1,1,5,1,5,104,term_bank_20.json,795
1688,1531650,名乗る,なのる,1954,已校对前5%,True,0,名乗る,なのる,definition_variant,False,1531650,False,True,2,1,11,1,22,391,term_bank_49.json,785
1689,1591050,気がつく,きがつく,1956,已校对前5%,True,0,気がつく,きがつく,definition_variant,False,1591050,False,True,2,1,15,2,30,409,term_bank_56.json,656
1690,1102140,パパ,パパ,1957,已校对前5%,True,0,パパ,パパ,definition_variant,False,1102140,False,True,1,1,5,1,5,93,term_bank_9.json,177
1691,1237150,教室,きょうしつ,1958,已校对前5%,True,0,教室,きょうしつ,definition_variant,False,1237150,False,True,1,1,12,3,12,480,term_bank_21.json,519
1692,2742080,ぶつける,ぶつける,1959,已校对前5%,True,0,ぶつける,ぶつける,definition_variant,False,2742080,False,True,2,1,18,3,36,653,term_bank_165.json,1251
1693,1220210,机,つくえ,1960,已校对前5%,True,0,机,つくえ,definition_variant,False,1220210,False,True,3,1,2,1,6,79,term_bank_19.json,1203
1694,2654300,う,う,1961,已校对前5%,True,0,う,う,definition_variant,False,2654300;2858456,True,False,1,1,4,0,4,142,term_bank_157.json,381
1695,2858456,う,う,1961,已校对前5%,True,0,う,う,definition_variant,False,2654300;2858456,True,False,3,1,2,0,6,20,term_bank_204.json,1848
1696,2830009,来てる,きてる,1962,已校对前5%,True,0,来てる,きてる,definition_variant,False,2830009,False,False,3,2,18,0,27,620,term_bank_177.json,1826
1697,1982670,気持ち悪い,きもちわるい,1964,已校对前5%,True,0,気持ち悪い,きもちわるい,definition_variant,False,1982670,False,True,1,1,13,1,13,269,term_bank_93.json,1541
1698,1381390,青い,あおい,1965,已校对前5%,True,0,青い,あおい,definition_variant,False,1381390,False,True,3,2,24,6,36,777,term_bank_35.json,158
1699,1234260,共に,ともに,1966,已校对前5%,True,0,共に,ともに,definition_variant,False,1234260,False,True,4,1,10,1,40,168,term_bank_21.json,2
1700,1253780,隙,すき,1967,已校对前5%,True,0,隙,すき,definition_variant,False,1253780,False,True,2,1,18,2,36,261,term_bank_22.json,1799
1701,1444800,登場,とうじょう,1969,已校对前5%,True,0,登場,とうじょう,definition_variant,False,1444800,False,True,1,1,9,2,9,344,term_bank_41.json,533
1702,1508550,閉じる,とじる,1970,已校对前5%,True,0,閉じる,とじる,definition_variant,False,1508550,False,True,1,1,2,0,2,64,term_bank_47.json,609
1703,1955970,感,かん,1972,已校对前5%,True,0,感,かん,definition_variant,False,1955970,False,True,1,1,13,1,13,258,term_bank_91.json,988
1704,1251100,経つ,たつ,1973,已校对前5%,True,0,経つ,たつ,definition_variant,False,1251100,False,True,1,1,3,1,3,85,term_bank_22.json,1009
1705,1357030,譲る,ゆずる,1974,已校对前5%,True,0,譲る,ゆずる,definition_variant,False,1357030,False,True,1,1,19,3,19,432,term_bank_32.json,1334
1706,1538080,役目,やくめ,1975,已校对前5%,True,0,役目,やくめ,definition_variant,False,1538080,False,True,1,1,4,1,4,102,term_bank_49.json,1975
1707,1560670,廊下,ろうか,1976,已校对前5%,True,0,廊下,ろうか,definition_variant,False,1560670,False,True,1,1,4,1,4,293,term_bank_52.json,615
1708,1340570,出来事,できごと,1977,已校对前5%,True,0,出来事,できごと,definition_variant,False,1340570,False,True,1,1,5,1,5,117,term_bank_31.json,206
1709,1513250,保つ,たもつ,1978,已校对前5%,True,0,保つ,たもつ,definition_variant,False,1513250,False,True,2,1,12,1,24,212,term_bank_47.json,1499
1710,1585650,箱,はこ,1979,已校对前5%,True,0,箱,はこ,definition_variant,False,1585650,False,True,7,4,76,4,133,1900,term_bank_55.json,572
1711,1203090,階段,かいだん,1980,已校对前5%,True,0,階段,かいだん,definition_variant,False,1203090,False,True,1,1,4,1,4,94,term_bank_17.json,1892
1712,2055520,それなのに,それなのに,1981,已校对前5%,True,0,それなのに,それなのに,definition_variant,False,2055520,False,False,1,1,8,0,8,122,term_bank_101.json,83
1713,1361290,振り返る,ふりかえる,1983,已校对前5%,True,0,振り返る,ふりかえる,definition_variant,False,1361290,False,True,1,1,10,2,10,383,term_bank_33.json,211
1714,1245450,空間,くうかん,1984,已校对前5%,True,0,空間,くうかん,definition_variant,False,1245450,False,True,1,1,4,1,4,181,term_bank_22.json,60
1715,1588810,追いつく,おいつく,1985,已校对前5%,True,0,追いつく,おいつく,definition_variant,False,1588810,False,True,3,1,7,1,21,194,term_bank_55.json,1763
1716,2842937,びっくりした,びっくりした,1986,已校对前5%,True,0,びっくりした,びっくりした,definition_variant,False,2842937,False,False,2,1,6,0,12,204,term_bank_190.json,787
1717,1516460,放す,はなす,1987,已校对前5%,True,0,放す,はなす,definition_variant,False,1516460,False,True,1,1,8,1,8,224,term_bank_48.json,97
1718,1420590,知識,ちしき,1988,已校对前5%,True,0,知識,ちしき,definition_variant,False,1420590,False,True,2,1,3,1,6,104,term_bank_39.json,130
1719,1474900,白,しろ,1989,已校对前5%,True,0,白,しろ,definition_variant,False,1474900,False,True,1,1,8,0,8,139,term_bank_44.json,454
1720,1486720,鼻,はな,1991,已校对前5%,True,0,鼻,はな,definition_variant,False,1486720,False,True,1,1,2,1,2,69,term_bank_45.json,696
1721,1477840,発表,はっぴょう,1992,已校对前5%,True,0,発表,はっぴょう,definition_variant,False,1477840,False,True,1,1,11,1,11,231,term_bank_44.json,1055
1722,1289160,今頃,いまごろ,1993,已校对前5%,True,0,今頃,いまごろ,definition_variant,False,1289160,False,True,1,1,3,1,3,98,term_bank_26.json,437
1723,1524500,埋める,うめる,1994,已校对前5%,True,0,埋める,うめる,definition_variant,False,1524500,False,True,1,1,19,5,19,895,term_bank_48.json,1468
1724,1205870,確信,かくしん,1995,已校对前5%,True,0,確信,かくしん,definition_variant,False,1205870,False,True,1,1,4,1,4,106,term_bank_18.json,394
1725,2100710,かもしれん,かもしれん,1996,已校对前5%,True,0,かもしれん,かもしれん,definition_variant,False,2100710,False,True,2,1,7,1,14,144,term_bank_105.json,886
1726,1317490,自覚,じかく,1997,已校对前5%,True,0,自覚,じかく,definition_variant,False,1317490,False,True,1,1,3,1,3,136,term_bank_28.json,1768
1727,1228560,急,きゅう,1998,已校对前5%,True,0,急,きゅう,definition_variant,False,1228560,False,True,1,1,22,3,22,660,term_bank_20.json,926
1728,1542070,遊び,あそび,2000,已校对前5%,True,0,遊び,あそび,definition_variant,False,1542070,False,True,1,1,14,1,14,313,term_bank_50.json,708
1729,2691760,悪くなる,わるくなる,2001,已校对前5%,True,0,悪くなる,わるくなる,definition_variant,False,2691760,False,False,1,1,7,0,7,118,term_bank_160.json,1635
1730,2103630,言うとおり,いうとおり,2002,已校对前5%,True,0,言うとおり,いうとおり,definition_variant,False,2103630,False,False,2,1,3,1,6,145,term_bank_105.json,1543
1731,2153760,者,しゃ,2003,已校对前5%,True,0,者,しゃ,definition_variant,False,2153760,False,False,1,1,7,1,7,174,term_bank_110.json,1781
1732,1589820,香り,かおり,2004,已校对前5%,True,0,香り,かおり,definition_variant,False,1589820,False,True,3,1,5,1,15,104,term_bank_56.json,122
1733,1587850,色々,いろいろ,2005,已校对前5%,True,0,色々,いろいろ,definition_variant,False,1587850,False,True,2,2,24,4,24,799,term_bank_55.json,1393
1734,2834408,フン,フン,2007,已校对前5%,True,0,フン,フン,definition_variant,False,1632520;2834408,True,False,2,1,4,1,8,112,term_bank_182.json,336
1735,1632160,となると,となると,2008,已校对前5%,True,0,となると,となると,definition_variant,False,1632160,False,True,1,1,8,1,8,405,term_bank_61.json,1473
1736,1529500,夢中,むちゅう,2009,已校对前5%,True,0,夢中,むちゅう,definition_variant,False,1529500,False,True,1,1,13,1,13,226,term_bank_49.json,406
1737,2862141,にて,にて,2010,已校对前5%,True,0,にて,にて,definition_variant,False,2862141,False,True,1,1,12,1,12,264,term_bank_208.json,998
1738,1253570,撃つ,うつ,2011,已校对前5%,True,0,撃つ,うつ,definition_variant,False,1253570;1478010,True,True,2,1,4,2,8,168,term_bank_22.json,1758
1739,1478010,撃つ,うつ,2011,已校对前5%,True,0,撃つ,うつ,definition_variant,False,1253570;1478010,True,True,3,1,5,0,15,57,term_bank_44.json,1093
1740,1327220,手に入る,てにはいる,2013,已校对前5%,True,0,手に入る,てにはいる,definition_variant,False,1327220,False,True,1,1,5,1,5,141,term_bank_29.json,1784
1741,1231690,去年,きょねん,2014,已校对前5%,True,0,去年,きょねん,definition_variant,False,1231690,False,True,2,1,2,1,4,70,term_bank_20.json,1542
1742,2059350,自分でも,じぶんでも,2015,已校对前5%,True,0,自分でも,じぶんでも,definition_variant,False,2059350,False,False,1,1,7,2,7,163,term_bank_101.json,752
1743,1431670,沈む,しずむ,2016,已校对前5%,True,0,沈む,しずむ,definition_variant,False,1431670,False,True,1,1,11,2,11,324,term_bank_40.json,51
1744,1421510,地面,じめん,2017,已校对前5%,True,0,地面,じめん,definition_variant,False,1421510,False,True,1,1,6,1,6,120,term_bank_39.json,273
1745,2772730,にくい,にくい,2018,已校对前5%,True,0,にくい,にくい,definition_variant,False,2772730,False,True,2,1,4,1,8,128,term_bank_168.json,1128
1746,2013900,赤,あか,2019,已校对前5%,True,0,赤,あか,definition_variant,False,2013900,False,True,4,2,46,4,92,1585,term_bank_97.json,23
1747,1604670,見逃す,みのがす,2020,已校对前5%,True,0,見逃す,みのがす,definition_variant,False,1604670,False,True,2,1,9,1,18,284,term_bank_58.json,1759
1748,1567650,からかう,からかう,2021,已校对前5%,True,0,からかう,からかう,definition_variant,False,1567650,False,True,2,2,20,2,20,403,term_bank_52.json,1886
1749,1250870,景色,けしき,2022,已校对前5%,True,0,景色,けしき,definition_variant,False,1250870,False,True,2,1,4,1,8,119,term_bank_22.json,966
1750,1304700,残念ながら,ざんねんながら,2024,已校对前5%,True,0,残念ながら,ざんねんながら,definition_variant,False,1304700,False,False,1,1,3,1,3,116,term_bank_27.json,1343
1751,1524230,魔法,まほう,2025,已校对前5%,True,0,魔法,まほう,definition_variant,False,1524230,False,True,1,1,5,1,5,106,term_bank_48.json,1405
1752,1538330,訳,わけ,2026,已校对前5%,True,0,訳,わけ,definition_variant,False,1538330,False,True,1,1,12,1,12,203,term_bank_50.json,42
1753,1329630,受け止める,うけとめる,2027,已校对前5%,True,0,受け止める,うけとめる,definition_variant,False,1329630,False,True,2,1,7,1,14,225,term_bank_30.json,276
1754,1328110,手段,しゅだん,2029,已校对前5%,True,0,手段,しゅだん,definition_variant,False,1328110,False,True,1,1,4,1,4,99,term_bank_29.json,1941
1755,1225630,疑問,ぎもん,2030,已校对前5%,True,0,疑問,ぎもん,definition_variant,False,1225630,False,True,1,1,5,1,5,123,term_bank_20.json,440
1756,1213280,環境,かんきょう,2031,已校对前5%,True,0,環境,かんきょう,definition_variant,False,1213280,False,True,1,1,4,1,4,153,term_bank_18.json,1915
1757,1553660,両手,りょうて,2032,已校对前5%,True,0,両手,りょうて,definition_variant,False,1553660,False,True,1,1,4,0,4,104,term_bank_51.json,1104
1758,2555520,いいか,いいか,2033,已校对前5%,True,0,いいか,いいか,definition_variant,False,2555520,False,False,2,1,6,1,12,141,term_bank_147.json,1047
1759,1221870,気をつけて,きをつけて,2034,已校对前5%,True,0,気をつけて,きをつけて,definition_variant,False,1221870,False,False,2,1,3,1,6,200,term_bank_19.json,1596
1760,1480540,反省,はんせい,2035,已校对前5%,True,0,反省,はんせい,definition_variant,False,1480540,False,True,1,1,11,2,11,332,term_bank_44.json,1519
1761,1277480,好く,すく,2036,已校对前5%,True,0,好く,すく,definition_variant,False,1277480,False,False,1,1,4,1,4,96,term_bank_25.json,138
1762,1000930,いらっしゃいませ,いらっしゃいませ,2037,已校对前5%,True,0,いらっしゃいませ,いらっしゃいませ,definition_variant,False,1000930,False,True,2,1,3,1,6,130,term_bank_1.json,149
1763,1412910,大きさ,おおきさ,2038,已校对前5%,True,0,大きさ,おおきさ,definition_variant,False,1412910,False,True,1,1,4,1,4,142,term_bank_38.json,584
1764,1426250,昼,ひる,2040,已校对前5%,True,0,昼,ひる,definition_variant,False,1426250,False,True,3,1,10,3,30,280,term_bank_39.json,1028
1765,1161730,一気に,いっきに,2041,已校对前5%,True,0,一気に,いっきに,definition_variant,False,1161730,False,True,1,1,12,1,12,249,term_bank_13.json,1682
1766,1175140,駅,えき,2042,已校对前5%,True,0,駅,えき,definition_variant,False,1175140,False,True,2,2,10,2,10,421,term_bank_15.json,387
1767,1601520,引き受ける,ひきうける,2043,已校对前5%,True,0,引き受ける,ひきうける,definition_variant,False,1601520,False,True,4,1,11,1,44,259,term_bank_58.json,582
1768,2563780,気にしない,きにしない,2044,已校对前5%,True,0,気にしない,きにしない,definition_variant,False,2563780,False,False,1,1,4,1,4,227,term_bank_148.json,561
1769,1311530,紙,かみ,2045,已校对前5%,True,0,紙,かみ,definition_variant,False,1311530,False,True,1,1,2,1,2,52,term_bank_28.json,569
1770,1432930,通り,どおり,2046,已校对前5%,True,0,通り,どおり,definition_variant,False,1432930,False,True,2,1,9,2,18,330,term_bank_40.json,318
1771,1236170,強引,ごういん,2047,已校对前5%,True,0,強引,ごういん,definition_variant,False,1236170,False,True,1,1,6,1,6,204,term_bank_21.json,326
1772,1004520,こっそり,こっそり,2049,已校对前5%,True,0,こっそり,こっそり,definition_variant,False,1004520,False,True,2,1,4,1,8,112,term_bank_1.json,1079
1773,1320900,実家,じっか,2050,已校对前5%,True,0,実家,じっか,definition_variant,False,1320900,False,True,1,1,2,1,2,120,term_bank_29.json,359
1774,1001970,おしまい,おしまい,2051,已校对前5%,True,0,おしまい,おしまい,definition_variant,False,1001970,False,True,3,1,8,1,24,196,term_bank_1.json,409
1775,1236120,強さ,つよさ,2052,已校对前5%,True,0,強さ,つよさ,definition_variant,False,1236120,False,True,1,1,2,0,2,17,term_bank_21.json,320
1776,1430250,鳥,とり,2053,已校对前5%,True,0,鳥,とり,definition_variant,False,1430250,False,True,4,1,8,2,32,303,term_bank_39.json,1824
1777,1328890,種類,しゅるい,2054,已校对前5%,True,0,種類,しゅるい,definition_variant,False,1328890,False,True,1,1,7,2,7,362,term_bank_30.json,112
1778,1429120,調査,ちょうさ,2055,已校对前5%,True,0,調査,ちょうさ,definition_variant,False,1429120,False,True,1,1,6,1,6,126,term_bank_39.json,1620
1779,1183720,音楽,おんがく,2056,已校对前5%,True,0,音楽,おんがく,definition_variant,False,1183720,False,True,1,1,2,1,2,76,term_bank_16.json,246
1780,1305700,伺う,うかがう,2057,已校对前5%,True,0,伺う,うかがう,definition_variant,False,1305700,False,True,1,1,15,3,15,562,term_bank_27.json,1564
1781,1307630,姉,あね,2058,已校对前5%,True,0,姉,あね,definition_variant,False,1307630,False,True,2,1,3,1,6,97,term_bank_27.json,1895
1782,1156610,意思,いし,2060,已校对前5%,True,0,意思,いし,definition_variant,False,1156610,False,True,1,1,5,1,5,125,term_bank_13.json,754
1783,1246700,靴,くつ,2061,已校对前5%,True,0,靴,くつ,definition_variant,False,1246700,False,True,4,1,6,1,24,97,term_bank_22.json,289
1784,1553120,旅,たび,2062,已校对前5%,True,0,旅,たび,definition_variant,False,1553120,False,True,1,1,4,1,4,107,term_bank_51.json,970
1785,2092960,戻ってくる,もどってくる,2063,已校对前5%,True,0,戻ってくる,もどってくる,definition_variant,False,2092960,False,False,3,1,2,1,6,58,term_bank_104.json,1277
1786,1599260,堂々,どうどう,2064,已校对前5%,True,0,堂々,どうどう,definition_variant,False,1599260,False,True,2,1,21,2,42,393,term_bank_57.json,1648
1787,2857379,いいや,いいや,2065,已校对前5%,True,0,いいや,いいや,definition_variant,False,2857379,False,True,1,1,4,1,4,87,term_bank_203.json,1731
1788,1631370,いける,いける,2066,已校对前5%,True,0,いける,いける,definition_variant,False,1631370,False,False,2,1,6,1,12,227,term_bank_61.json,1323
1789,1516270,崩れる,くずれる,2067,已校对前5%,True,0,崩れる,くずれる,definition_variant,False,1516270,False,True,1,1,19,4,19,813,term_bank_48.json,62
1790,1409760,体力,たいりょく,2068,已校对前5%,True,0,体力,たいりょく,definition_variant,False,1409760,False,True,1,1,8,1,8,204,term_bank_37.json,1939
1791,1179330,奥さん,おくさん,2069,已校对前5%,True,0,奥さん,おくさん,definition_variant,False,1179330,False,True,1,1,6,1,6,110,term_bank_15.json,1200
1792,1457730,内,うち,2070,已校对前5%,True,0,内,うち,definition_variant,False,1457730,False,True,2,2,82,12,82,2782,term_bank_42.json,1137
1793,1416170,叩く,たたく,2071,已校对前5%,True,0,叩く,たたく,definition_variant,False,1416170,False,True,2,2,54,4,54,1278,term_bank_38.json,1131
1794,2837822,大事にする,だいじにする,2072,已校对前5%,True,0,大事にする,だいじにする,definition_variant,False,2837822,False,False,1,1,6,0,6,83,term_bank_185.json,1100
1795,1049180,コーヒー,コーヒー,2073,已校对前5%,True,0,コーヒー,コーヒー,definition_variant,False,1049180,False,True,2,1,2,1,4,77,term_bank_5.json,421
1796,2858781,お友達,おともだち,2074,已校对前5%,True,0,お友達,おともだち,definition_variant,False,2858781,False,False,1,1,5,0,5,119,term_bank_205.json,457
1797,1373970,世間,せけん,2075,已校对前5%,True,0,世間,せけん,definition_variant,False,1373970,False,True,1,1,4,0,4,36,term_bank_34.json,728
1798,2004390,下,もと,2076,已校对前5%,True,0,下,もと,definition_variant,False,2004390,False,True,2,1,13,1,26,466,term_bank_96.json,117
1799,1390020,川,かわ,2077,已校对前5%,True,0,川,かわ,definition_variant,False,1390020,False,True,4,2,14,4,28,481,term_bank_35.json,1963
1800,1004510,こちらこそ,こちらこそ,2078,已校对前5%,True,0,こちらこそ,こちらこそ,definition_variant,False,1004510,False,False,1,1,2,1,2,231,term_bank_1.json,1077
1801,1130650,ミス,ミス,2079,已校对前5%,True,0,ミス,ミス,definition_variant,False,1130650;2849826;2849827,True,True,1,1,4,1,4,127,term_bank_11.json,513
1802,2849826,ミス,ミス,2079,已校对前5%,True,0,ミス,ミス,definition_variant,False,1130650;2849826;2849827,True,False,1,1,4,1,4,119,term_bank_196.json,1405
1803,2849827,ミス,ミス,2079,已校对前5%,True,1,ミス,ミス,definition_variant,False,1130650;2849826;2849827,True,False,1,1,1,0,1,6,term_bank_196.json,1406
1804,1077550,チェック,チェック,2080,已校对前5%,True,0,チェック,チェック,definition_variant,False,1077550,False,True,1,1,24,3,24,612,term_bank_7.json,583
1805,1361110,慎重,しんちょう,2081,已校对前5%,True,0,慎重,しんちょう,definition_variant,False,1361110,False,True,1,1,6,1,6,132,term_bank_33.json,159
1806,2186610,じゃあね,じゃあね,2082,已校对前5%,True,0,じゃあね,じゃあね,definition_variant,False,2186610,False,False,3,1,3,0,9,20,term_bank_114.json,276
1807,2149640,お待たせしました,おまたせしました,2083,已校对前5%,True,0,お待たせしました,おまたせしました,definition_variant,False,2149640,False,True,1,1,3,1,3,118,term_bank_110.json,882
1808,1548570,落ち込む,おちこむ,2084,已校对前5%,True,0,落ち込む,おちこむ,definition_variant,False,1548570,False,True,1,1,9,2,9,393,term_bank_51.json,116
1809,1257040,ケンカ,ケンカ,2085,已校对前5%,True,0,ケンカ,ケンカ,definition_variant,False,1257040,False,True,3,2,14,2,21,202,term_bank_23.json,420
1810,2008740,そんなに,そんなに,2086,已校对前5%,True,0,そんなに,そんなに,definition_variant,False,2008740,False,True,1,1,4,1,4,92,term_bank_96.json,1030
1811,1289150,今更,いまさら,2087,已校对前5%,True,0,今更,いまさら,definition_variant,False,1289150,False,True,2,1,6,1,12,158,term_bank_26.json,435
1812,1408370,太陽,たいよう,2088,已校对前5%,True,0,太陽,たいよう,definition_variant,False,1408370,False,True,1,1,2,1,2,75,term_bank_37.json,1566
1813,1000360,あっさり,あっさり,2089,已校对前5%,True,0,あっさり,あっさり,definition_variant,False,1000360,False,True,2,1,8,1,16,207,term_bank_1.json,58
1814,1304820,仕掛ける,しかける,2091,已校对前5%,True,0,仕掛ける,しかける,definition_variant,False,1304820,False,True,1,1,13,1,13,328,term_bank_27.json,1363
1815,1598890,飛び込む,とびこむ,2092,已校对前5%,True,0,飛び込む,とびこむ,definition_variant,False,1598890,False,True,1,1,7,1,7,149,term_bank_57.json,1519
1816,1207510,額,ひたい,2094,已校对前5%,True,0,額,ひたい,definition_variant,False,1207510,False,True,1,1,3,1,3,73,term_bank_18.json,754
1817,1397450,組,くみ,2095,已校对前5%,True,0,組,くみ,definition_variant,False,1397450,False,True,2,2,38,4,38,791,term_bank_36.json,1370
1818,1591250,奇跡,きせき,2097,已校对前5%,True,0,奇跡,きせき,definition_variant,False,1591250,False,True,2,1,4,1,8,85,term_bank_56.json,725
1819,1358340,食べ物,たべもの,2098,已校对前5%,True,0,食べ物,たべもの,definition_variant,False,1358340,False,True,1,1,2,1,2,104,term_bank_32.json,1605
1820,1581710,昼間,ひるま,2099,已校对前5%,True,0,昼間,ひるま,definition_variant,False,1581710,False,True,2,1,5,1,10,149,term_bank_54.json,1472
1821,1510700,変わらない,かわらない,2100,已校对前5%,True,0,変わらない,かわらない,definition_variant,False,1510700,False,True,1,1,2,0,2,23,term_bank_47.json,918
1822,1208020,割れる,われる,2102,已校对前5%,True,0,割れる,われる,definition_variant,False,1208020,False,True,2,2,34,2,34,759,term_bank_18.json,900
1823,1272950,光景,こうけい,2103,已校对前5%,True,0,光景,こうけい,definition_variant,False,1272950,False,True,1,1,5,1,5,96,term_bank_24.json,1464
1824,1444680,渡る,わたる,2104,已校对前5%,True,0,渡る,わたる,definition_variant,False,1444680,False,True,1,1,11,2,11,381,term_bank_41.json,515
1825,1835640,いい子,いいこ,2105,已校对前5%,True,0,いい子,いいこ,definition_variant,False,1835640,False,False,3,1,3,1,9,99,term_bank_81.json,1731
1826,1612790,おかしな,おかしな,2106,已校对前5%,True,0,おかしな,おかしな,definition_variant,False,1612790,False,True,2,1,22,2,44,472,term_bank_60.json,36
1827,2009220,どころか,どころか,2107,已校对前5%,True,0,どころか,どころか,definition_variant,False,2009220,False,False,2,1,13,2,26,422,term_bank_96.json,1113
