jmdict_id,term,g,t,field_id,kind,severity,old,new,reason,shard,batch
1366490,人らしい,17376,1,f33e1353t1,gloss,minor,人,像人一样的,该形容词可表示像人/有人样；单独名词‘人’没有保留形容词含义。,1,94
2402310,烙印を押される,17635,2,f133e1531t2,note,minor,作为～的烙印,通常用作「被打上～的烙印」,固定搭配是‘被打上……的烙印’；原译‘作为～的烙印’没有说明该表达的句法形式。,1,95
2402310,烙印を押される,17635,3,f133e1531t3,example,major,不遵守党的主要方针的政客，都会被视为反叛分子而被烙上烙印。,不遵守党的主要方针的政客，都会被打上反叛分子的烙印。,日文和英文均是被贴上反叛分子标签；旧译‘被视为……而被烙上烙印’重复且句法生硬。,1,95
1451070,働き口,17655,3,f41e1764t3,gloss,major,机会,职位空缺,働き口表示工作/就业机会；英文opening在这里是职位空缺，不是泛指机会。,1,95
2514330,無感動,17707,0,f143e1426t0,gloss,major,无动感的,平淡无奇的,unimpressive指不出色、难以给人留下深刻印象；‘无动感’错误限定为缺乏运动感。,1,95
2514330,無感動,17707,1,f143e1426t1,gloss,major,无动感的,没有留下深刻印象的,unimpressed表示未被打动或没有留下印象；‘无动感’不是该义。,1,95
2733690,差し支えなければ,17717,3,f164e1556t3,example,critical,如果不介意，请多关照。,如果不麻烦的话，请不要这么做。,日文明确礼貌地请对方克制/不要做，英文也说I'd rather you didn't；旧译‘请多关照’表达相反意思。,1,95
2838747,思い上がり,17814,3,f186e874t3,gloss,major,妄自菲薄,自以为是,presumption在此表示自负、妄自尊大；‘妄自菲薄’是看轻自己，含义相反。,1,96
1005370,ザクザク,17866,6,f1e1271t6,example,major,把切成四分之一的白菜切成稍粗的千丝状。,把四分之一颗白菜切成稍粗的丝。,JA指把四分之一颗白菜切成较粗的丝；‘千丝状’不是中文烹饪表达，且误把切法写成形状。,1,96
1188470,何の気なしに,17900,2,f16e1145t2,gloss,major,平静地,漫不经心地,何の気なしに指无特别意图、不经意地说/做；calmly译作‘平静地’表达情绪平静，与该义无关。,1,96
1327950,手振り,17909,2,f29e1914t2,example,major,仅仅36个月后，可可就能使用相当于184个单词的手势了。,仅仅过了36个月，可可就能使用184个手语词汇。,英文明确为184 signs，日文说184语相当的手势；旧译说‘相当于184个单词的手势’误把手语词项说成单词的替代物。,1,96
2827564,申し訳が立たない,17936,0,f175e954t0,gloss,major,抱歉,无以交代,申し訳が立たない指无从辩解、无法交代，语气强于一般道歉；单译‘抱歉’遗漏核心语义。,1,96
1538030,役場,18017,0,f49e1970t0,gloss,major,市议会,町（村）公所,役場指町村等地方自治体的行政办公机构；‘市议会’是立法/议事机关而不是行政办公室。,1,97
1866060,活を入れる,18088,0,f84e1327t0,gloss,major,施以复活术（如柔道等）,施行复苏术（如柔道中的急救复苏）,活を入れる在柔道语境指施行复苏急救；‘复活术’会被理解成魔法或死者复活。,1,97
1537600,野蛮人,18156,2,f49e1882t2,example,major,当移民的村落被野蛮人征服，移民的希望和生活都走到尽头时，他们与不幸长期斗争的句号终于被打上了。,当野蛮人攻陷移民村落、移民们的希望和生活都走到尽头时，他们与不幸抗争多年的日子也终于结束了。,JA和英文均表达村落被征服、移民希望与生活走到尽头，并结束与不幸的长期斗争；原译‘斗争的句号被打上了’搭配错误且关系难解。,1,97
1146230,レントゲン,18366,1,f12e727t1,example,minor,最近我去看牙医，对方说以防万一，给我拍了牙模和X光片。这生意做得不错啊。,最近我去看牙医时，对方以‘以防万一’为由，给我取了牙模并拍了X光片。这生意做得不错啊。,日文和英文都说牙医取牙齿模型并拍X光片；‘拍了牙模’把取模误写成拍摄动作。,1,98
1401110,相対,18511,0,f37e213t0,gloss,major,相对论,相对性,相対作为普通名词可指相对、相对性；‘相对论’特指relativity theory，旧译凭空增添了理论限定。,1,99
1192350,家庭用,18544,2,f16e1776t2,gloss,major,国内使用,家用,家庭用表示家庭使用；‘国内使用’把家用误成国内市场/本国使用。,1,99
2013400,野暮ったい,18672,5,f96e1927t5,example,major,我只问了那件暗淡的衣服花了多少钱，她就勃然大怒地冲我发火了。,我只是问她那件土气的衣服多少钱买的，她就勃然大怒地冲我发火。,野暮ったい是土气、不时髦；英文dull-looking此处也指衣着不出众，不是颜色暗淡。,1,100
1798490,所持金,18714,1,f78e461t1,example,critical,把随身钱全部交出来。,我会把身上所有的钱都给你。,日文あげよう及英文You shall have what money I have表示主动把自己的钱给对方；原译‘交出来’把给予误成命令索取，改变了主客体和语气。,1,100
2437940,席替え,18737,1,f137e637t1,gloss,major,换课桌,调换座位,席替え是更换座位/调座，不一定更换桌子；‘换课桌’误把座位限定成课桌。,1,100
1073350,スポーツマン,18822,0,f7e22t0,gloss,critical,体育精神,运动员,sportsman和日文スポーツマン都指运动员；‘体育精神’是体育道德概念，不是人。,1,100
1073350,スポーツマン,18822,1,f7e22t1,example,critical,体育记者,视力不好对运动员来说是一种障碍。,英文及日文都说视力差对运动员不利；原译‘体育记者’误认职业，主体错译。,1,100
1003040,からり,18914,8,f1e761t8,gloss,minor,开诚布达地,坦诚地,open-heartedly意为坦诚、敞开心扉地；‘开诚布达’不是规范中文表达。,1,101
1264600,諺,18970,4,f23e1940t4,example,minor,我曾听到过这句谚语被使用。,我听人用过这句谚语。,原文说听到别人使用这句谚语；‘听到……被使用’是生硬的被动结构，未自然表达原意。,1,101
1007210,タジタジ,18980,1,f1e1661t1,gloss,major,踉跄地,犹豫不决地,falteringly指迟疑、犹豫地；‘踉跄地’描写身体摇晃，与原义不符。,1,101
1502800,物理学,19089,1,f46e1586t1,example,minor,那位人是物理学的大家。,他是物理学界的权威。,authority on physics指物理学领域的权威人士；‘那位人是物理学的大家’结构不通顺，且不如‘权威’准确。,1,101
2851182,躍動感,19242,3,f197e1856t3,example,minor,设计也通过拱形标志的设计，使其呈现出具有“登场感”和“动感”的现代感。,此外，拱形标志也让设计更具现代感，并增添了“登场感”和“动感”。,日文说明拱形标志赋予设计现代感、登场感和动感；旧译句法混乱，难以理解这些效果与设计之间的关系。,1,102
2149940,離婚届,19318,0,f110e935t0,gloss,major,离婚届,正式离婚登记文件,英文明确是正式离婚登记文件；旧译‘离婚届’保留日文词形，未给出中文释义。,1,102
2845765,弱いものいじめ,19376,1,f192e1872t1,gloss,major,欺负弱者,欺凌弱者的人,此字段对应名词义 bully（欺凌弱者者），原译只表达欺凌行为，没有译出施事者。,1,103
1362690,深遠,19394,4,f33e442t4,example,minor,他是一个学识深奥的人。,他是个学识渊博的人。,JA称其具备深远的学识、EN为profound learning；原译‘学识深奥的人’搭配不自然且容易误解为人本身深奥，改为自然表达。,1,103
1484840,非公開,19427,4,f45e385t4,gloss,major,关闭,不对外开放的,closed在此作为非公开活动/场合的同义释义，原译‘关闭’表示关停或关上，义项不符。,1,103
2862309,一番端,19467,1,f208e1341t1,gloss,major,极端,末端,此组词头‘一番端’及EN extremity均指最边缘/末端的位置；‘极端’在中文指程度极端，不是空间端部。,1,103
1467090,韮,19534,2,f43e972t2,gloss,major,中国大葱,中国韭菜,Chinese leek在此是韭菜（Allium tuberosum）的英语别称，与同组garlic chives一致；‘中国大葱’指另一种葱属作物。,1,103
2395230,卒業アルバム,19538,1,f133e141t1,gloss,major,年鉴,毕业纪念册,该词头明确是毕业相册，EN yearbook在此为学校毕业年鉴/纪念册义；原译‘年鉴’通常指年度参考出版物，遗漏毕业纪念册语境。,1,103
2862996,顔を合わす,19585,2,f209e698t2,xref,major,① 使……相遇；使……相对,① 见面；面对某人,交叉引用对象的释义为不及物的to meet / to face someone；原文‘使……相遇’添加了原文和英释都没有的使役义。,1,104
2862676,大島,19609,2,f209e124t2,gloss,major,大岛缂丝织,大岛紬织物,大岛紬是奄美大岛产的丝织物/绸（pongee），不是以缂丝技法制作的缂丝；原译将织物种类错作工艺。,1,104
2862676,大島,19609,3,f209e124t3,xref,major,大岛缂丝织（在奄美群岛生产的绸缎类型）,大岛紬织物（奄美群岛产的一种绸）,xref明确说明引用对象为大岛紬，英文释义称其为奄美群岛产的一种pongee（绸）；‘缂丝织’误指缂丝工艺。,1,104
1216670,丸呑み,19639,2,f19e566t2,gloss,minor,吞下（故事）,轻信（某种说法）,丸呑み故事是囫囵接受/轻信他人说法的比喻，原译‘吞下故事’是日语构词的字面直译，在中文不表达该义。,1,104
1559170,練習場,19648,2,f52e170t2,gloss,major,驾驶练习场,高尔夫练习场,driving range是高尔夫击球练习场，原译‘驾驶练习场’把driving误解为驾驶汽车。,1,104
1476630,８の字,19664,0,f44e769t0,gloss,minor,数字8,8字形,figure eight指呈数字8形状的图形；原译‘数字8’只指数字本身，没有表达形状义。,1,104
1476630,８の字,19664,1,f44e769t1,gloss,minor,数字8,8字形,figure of eight指呈数字8形状的图形；原译‘数字8’只指数字本身，没有表达形状义。,1,104
1392750,前期,19679,2,f36e621t2,gloss,major,前次,上一期,此处preceding period指当期之前的一个期间；词头及同组例句均为会计期间语境，‘前次’通常指前一次而非上一个期间。,1,104
2861634,リク,19732,1,f208e61t1,gloss,minor,req,请求（缩写）,req是request的英语缩写；单留英文缩写作为中文释义未译出含义。,1,104
1373400,ヒヨコ,19741,6,f34e626t6,gloss,major,雏鸟,新手,该字段位于ヒヨコ的比喻义（greenhorn / novice / rookie），fledgeling在此也是新手义；原译‘雏鸟’错译回字面义。,1,104
1752890,買い付け,19745,5,f73e1055t5,gloss,major,常客,常去的商店；固定供应商,义项明确指常用的商店或供应商；‘常客’指经常光顾的人，主客体倒置。,1,104
2077550,ワンパターン,19837,7,f103e261t7,example,minor,在居酒屋喝酒，然后去卡拉OK吗。我们也是老一套了。,在居酒屋喝酒，然后去卡拉OK吗？我们也真是老一套啊。,对应JA的两个句子（在居酒屋喝酒、去卡拉OK吗；我们也总是一个模式），原译用句号切断问句并把后句并入疑问句，标点破坏了原句结构。,1,105
1693620,逆説的,19844,1,f67e1573t1,example,minor,从悖论的角度来说，他是正确的。,矛盾的是，他说得对。,JA为逆説的に言えば，EN为Paradoxically，均是‘矛盾的是/出乎意料的是’的句子副词；原译‘从悖论的角度来说’误成从某种理论视角看。,1,105
1757590,肝っ玉,19855,2,f74e27t2,gloss,major,神经,胆量,同义释义guts、pluck和本词肝っ玉均指胆气；nerve在此为勇气/胆量，不是神经组织。,1,105
1001420,おなら,19865,0,f1e249t0,gloss,major,风,屁（委婉说法）,おなら指肠胃排气，英语wind是屁的委婉说法；原译‘风’是英语字面义，中文不表达此义。,1,105
1001420,おなら,19865,1,f1e249t1,gloss,minor,气体,肠胃气体,おなら指肠胃排气，此处gas是肠胃中的气体；‘气体’没有体现身体语境。,1,105
1451640,動乱,19901,2,f41e1839t2,gloss,major,不安,动荡,動乱的unrest指社会/政治动荡，原译‘不安’通常表示个人的焦虑或不安定情绪，语义不符。,1,105
1517490,法律上,19906,4,f48e242t4,example,major,美国几乎没有关于轻武器销售的法律规定。,美国几乎没有对轻武器销售的法律限制。,JA为販売に関する法律上の制約、EN为legal constraints；原译改成‘法律规定’，遗漏其限制/约束义。,1,105
2123820,治療薬,20101,1,f107e1538t1,gloss,major,疗法,药物,词头治療薬和同组EN therapeutic agent/medicine/drug都指药物，remedy在此是药物性疗方；‘疗法’指治疗方法而非药品。,1,106
2123820,治療薬,20101,4,f107e1538t4,gloss,major,治愈,治疗药物,cure在该名词词组中指能治病的药物/治疗剂，词头治療薬限定为药品；‘治愈’是治疗结果或动作，不是药物。,1,106
1014990,アカデミー,20114,1,f2e1140t1,example,major,学院奖颁奖典礼是好莱坞最盛大的庆典。,奥斯卡颁奖典礼是好莱坞最盛大的盛事。,JA为アカデミー授賞式，EN明确对应Oscar ceremonies且地点为好莱坞；原译‘学院奖颁奖典礼’是直译，未给出中文通称奥斯卡。,1,106
1597830,月々,20151,1,f57e1119t1,gloss,minor,每月地,按月,monthly作副词表示每月一次/按月，原译‘每月地’不符合中文副词表达。,1,106
2073090,四の五の言う,20206,1,f102e1458t1,example,minor,如果实物从这边寄过去，雪花也不会说什么。,只要实物从这边寄过去，雪花也就不会再抱怨了。,四の五の言わない及EN grumble都明确是不会再抱怨/挑剔；原译‘不会说什么’没有译出抱怨义。,1,106
1222600,気分屋,20258,1,f19e1874t1,example,major,那个人真是情绪化。我跟不上他。,他情绪起伏太大，我实在跟不上。,気分屋及EN moody表明此处是难以跟上他的情绪变化；原译‘跟不上他’易被理解为体力上追不上人。,1,106
1693000,邪魔立て,20284,2,f67e1450t2,example,major,妨碍工作，不能置之不理。,工作被妨碍时，我不能坐视不管。,日文说工作遭到妨碍便无法保持沉默，英文说不能忍受工作被打扰；原译‘妨碍工作，不能置之不理’缺少主谓关系且句意断裂。,1,106
1938110,出席日数,20298,0,f89e1727t0,gloss,major,出勤天数,出席天数,出席日数是出席的天数/次数，非工作出勤；原译‘出勤天数’改成了上班义。,1,107
1493500,不精髭,20330,3,f45e1779t3,gloss,minor,五点钟阴影,傍晚时分冒出的胡茬,5-o'clock shadow指傍晚时分显出的胡茬，原译‘五点钟阴影’把英语习语逐字翻译，中文读者无法理解。,1,107
1330640,収支,20333,1,f30e488t1,example,major,在美国，许多夫妇为了增加收入而共同工作。,在美国，许多夫妻为了维持收支平衡而共同工作。,JA収支をあわせる及EN make ends meet表示收支相抵、勉强维持生计；原译说‘为了增加收入’，遗漏平衡开支的含义。,1,107
2767650,脱落者,20336,0,f168e183t0,gloss,major,淘汰者,中途退出者,脱落者及EN dropout指退出/中途放弃的人，‘淘汰者’则说成被他人淘汰，施受关系改变。,1,107
1389740,専ら,20389,3,f35e1890t3,gloss,major,排他地,仅仅,もっぱら的exclusively在此表示仅限、专门；中文‘排他地’表示排斥他人/排他的性质，不表达solely。,1,107
1109880,フェニックス,20492,1,f9e1392t1,example,critical,凤凰是亚利桑那州的首府。,菲尼克斯是亚利桑那州的首府。,本例指美国城市Phoenix（英文与日文都明确），中文城市名为‘菲尼克斯’；原译‘凤凰’错把专名译成神话鸟。,1,107
2395470,若き日,20503,0,f133e182t0,gloss,minor,年轻的日子,年轻时,若き日及younger days指年轻时期；‘年轻的日子’是生硬直译，不符合该中文时间表达。,1,107
1274420,公道,20549,1,f24e1668t1,gloss,minor,高速公路,公路,公道的词头为公共道路，English highway可泛指公路；原译限定为高速公路，增加了高速道路这一不存在的限定。,1,108
1096770,ハンドバッグ,20554,1,f8e1358t1,gloss,major,钱包,手提包,purse在该语境及对应日文ハンドバッグ中指手提包，原译‘钱包’通常是装钱的折叠小包，物件类型不符。,1,108
1593470,衣替え,20590,3,f56e1500t3,example,major,① 换衣服,我差不多该换季换衣服了。,英日例句都说该开始进行衣替え（换季更换衣物），原译‘① 换衣服’只留下了残缺标签和泛化动作，没有译出例句内容。,1,108
1593470,衣替え,20590,5,f56e1500t5,gloss,major,季节性的换装,翻新,sense 2是衣替え的比喻性改造/焕新义；renovation不再指季节换衣，原译误沿用了sense 1的衣服义。,1,108
1593470,衣替え,20590,6,f56e1500t6,gloss,major,换季着装,改头换面,facelift在此表示外观翻新/改观，原译仍沿用季节换衣义，sense 2错译。,1,108
1593470,衣替え,20590,7,f56e1500t7,gloss,major,读音为“更衣”的音读,重新设计,redesign表示重新设计，原译‘读音为更衣的音读’是从note串入的无关内容，sense 2错译。,1,108
1593470,衣替え,20590,8,f56e1500t8,gloss,major,① 换衣服,重新装饰,redecoration表示重新装饰/装修，原译‘① 换衣服’与英文义项无关。,1,108
1593470,衣替え,20590,9,f56e1500t9,gloss,major,换季着装,新面貌,new appearance指焕然一新的面貌，原译仍是季节性换装义，sense 2错译。,1,108
1593470,衣替え,20590,10,f56e1500t10,gloss,major,季节性的换装,焕然一新的面貌,fresh look指新面貌/焕然一新，原译误沿用sense 1的季节换装义。,1,108
2076190,お眼鏡,20597,2,f102e1980t2,example,critical,我认为你完全属于“可爱女孩”这一范畴。在部长的眼光里，你大概会被认为过于轻浮了吧。,我觉得你完全算得上‘可爱的女孩子’。部长肯定也会中意你的。,JAおめがねにかなう及EN pass in his judgement均为符合某人的眼光/获得认可；原译‘被认为过于轻浮’把正面认可反转为负面评价。,1,108
2871385,薄布,20615,2,f217e1072t2,xref,major,① 轻（如颜色、织物）；微弱；苍白；暗淡；薄,① 浅（如颜色）、轻薄（如织物）；微弱；苍白；暗淡；薄,light用于颜色是浅/淡色，用于织物可指轻薄；原译‘轻（如颜色、织物）’把颜色义误译为重量轻。,1,108
1591350,祈祷,20640,2,f56e774t2,example,minor,可以为宠物祈福的御守和御札终于实现了。,如今推出了可以为宠物祈福的御守和御札。,EN says charms and talismans that one can have blessed; JA says such pet charms/talismans have become available. 原译‘终于实现了’让读者误以为祈福这件事本身实现了。,1,108
1130220,マンネリ,20676,4,f11e451t4,gloss,minor,陷入僵局,陷入一成不变的状态,getting stuck in a rut指陷入乏味、停滞的固定模式；原译‘陷入僵局’常指谈判或行动的死锁，不符合マンネリ的义项。,1,108
1959460,イギリス人,20682,4,f91e1511t4,gloss,major,英国人,英格兰人,该sense专指Englishman（英格兰男性），与sense 1 Briton（英国人）区分；原译都写英国人，丢失范围差异。,1,108
1959460,イギリス人,20682,5,f91e1511t5,gloss,major,英国人,英格兰女性,该sense专指Englishwoman（英格兰女性），与sense 1 Briton（英国人）区分；原译都写英国人，丢失范围及性别信息。,1,108
1999850,薄,20756,0,f95e1248t0,gloss,minor,浅淡的（如颜色、织物等）,浅（颜色）；轻薄（织物）,薄义中的light按颜色指浅淡、按织物指轻薄；旧译把两个语境都译成‘浅淡’，不适用于织物。,1,109
1577160,どれ程,20774,4,f54e84t4,gloss,major,然而,无论多么,此义由どれほど...ても/でも引导程度让步，however应译‘无论多么’，原译‘然而’是转折连词，漏掉让步关系。,1,109
1577160,どれ程,20774,9,f54e84t9,gloss,major,几乎,几乎不,hardly带否定意义；sense标签说明该组用于否定表达，原译‘几乎’漏译否定，可能反转句意。,1,109
2014950,カルビ,20839,0,f97e206t0,gloss,minor,kalbi,韩式烤排骨,同组EN及韩式食物义已明确kalbi是韩式烤排骨；原译只重复拉丁转写，没有给中文释义。,1,109
1027850,エキセントリック,20906,1,f3e1215t1,example,minor,今天那个家伙太古怪了，我跟不上他。,今天那家伙太古怪了，我实在招架不住。,JA/EN的ついていけない / can't keep up指无法跟上对方古怪的言行，不是身体上追不上；‘我跟不上他’容易产生错误理解。,1,109
1395610,全責任,20917,1,f36e1031t1,example,major,我被委以全部责任。,我被迫承担了全部责任。,JA全責任を負わされた及EN left with all the responsibility表示被迫承担全部责任；原译‘被委以’是受托任命，语气相反。,1,109
1420580,知事,20935,1,f39e129t1,example,major,知事将囚犯释放了。,州长释放了囚犯。,JA明确为州知事，EN为governor；美国州长应译‘州长’，‘知事’是日本地方行政职名。,1,109
1361200,振り向ける,20943,6,f33e186t6,example,minor,企业正在缩减规模，并减少了用于研发的利益份额。,企业正在缩减规模，并减少将利润再投入研发的金额。,英文是减少投回研发的利润，日文为研发に振り向ける利益分；‘利益份额’不能明确表达利润再投入。,1,109
1352520,上り下り,20982,0,f32e461t0,gloss,minor,上下起伏,上下移动,上り下り表示上行和下行的动作；原译‘上下起伏’更像波动起伏，不适用于随后给出的电梯上下运行例句。,1,110
1612850,熟す,21021,1,f60e61t1,example,minor,除了他之外，没有人能胜任那份工作。,没有其他人能胜任那份工作。,JA/EN说没有其他人能胜任该工作，原译增加了来源中没有出现的特定男性‘他’，容易误导为已知唯一人选。,1,110
1445210,度数,21067,3,f41e625t3,example,major,NTT已废止面值300度以上的电话卡。,NTT已废止300度数以上的电话卡。,源文只说300 units/度数以上的电话卡；原译添加‘面值’，把通话计数单位说成货币面额。,1,110
1003020,からっと,21080,5,f1e758t5,gloss,minor,开诚布达地,坦诚地,open-heartedly表示坦率、坦诚地，原译‘开诚布达地’不是规范汉语表达。,1,110
1576290,一筆,21095,5,f53e1845t5,example,minor,不如给她写封信吗？,不如给她写封信吧。,Why don't you...是提出建议；原译‘不如……吗’疑问形式不自然，未表达出建议语气。,1,110
1602960,振込,21203,2,f58e1109t2,gloss,minor,打出成为其他玩家和牌牌的牌,打出一张让其他玩家和牌的牌,日麻用语指打出一张正好让另一位玩家和牌的牌；原译‘和牌牌’重复且不通顺。,1,111
1602960,振込,21203,3,f58e1109t3,xref,minor,② 打出其他玩家的和牌牌,② 打出一张让其他玩家和牌的牌,xref源义为打出另一位玩家的和牌张；‘其他玩家的和牌牌’不合中文麻将术语表达。,1,111
2395450,管理官,21208,1,f133e180t1,gloss,major,董事,主管,管理官是行政管理职务，英文director在此类官职语境是主管/负责人；‘董事’专指公司董事会成员，职位类型不符。,1,111
1561100,老人ホーム,21218,0,f52e711t0,gloss,minor,退休之家,养老院,retirement home对应老人之家/养老院，‘退休之家’是直译式表达，不是自然中文机构名称。,1,111
2593530,忠,21299,5,f151e289t5,xref,major,② 律令制三等官；助县官；检,② 律令制下的三等官；助县官；监察官,xref源释义包括3rd grade official、assistant district officer和inspector；原译末项仅写‘检’，明显截断且不完整。,1,111
2845048,加賀,21333,0,f192e651t0,gloss,major,加贺（位于今石川县南部的县名）,加贺（位于今石川县南部的旧国名）,英文明确是former province，日语历史地理中的国；原译‘县名’把旧国误写成县。,1,111
1795720,里親,21339,2,f77e1969t2,xref,major,① 养子,① 寄养儿童,里親的xref是foster child（寄养儿童），不是已被收养的养子；原译把寄养关系改成收养关系。,1,111
2862488,悲劇のヒロイン,21365,0,f208e1747t0,gloss,minor,戏剧女王,戏精,drama queen是夸张演绎情绪、爱演的人；‘戏剧女王’是逐词直译，中文不这样称呼此类人。,1,111
2722180,地下に潜る,21371,1,f163e1534t1,gloss,minor,隐姓埋名,躲藏起来,to go into hiding表示藏匿/躲起来；原译‘隐姓埋名’额外添加更换身份、姓名的限定。,1,111
1008250,テカテカ,21373,3,f1e1853t3,example,minor,他的裤子屁股部位闪闪发光。,他的裤子臀部磨得发亮。,JA指裤子臀部（pants seat）因磨损而发亮；原译‘裤子屁股部位闪闪发光’表达生硬且把衣物部位说成人体部位。,1,111
1252540,警棒,21427,3,f22e1516t3,example,major,保安用警棍在空中挥舞，踉跄着重新站稳了身体，看到金属网制的垃圾筐正朝自己冲过来。,警卫用警棍打了个空，踉跄着重新站稳后，看见金属网制的垃圾筐正朝自己冲来。,EN和JA均写警棍击空后失去平衡，继而看见垃圾筐冲来；原译把击空改成在空中挥舞，遗漏了碰撞/落空动作。,1,112
2827428,頭来る,21436,5,f175e705t5,xref,minor,① 生气；发怒；失去理智；暴怒；大发雷霆,① 生气；发怒；发脾气；勃然大怒；大发雷霆,xref EN says lose one's temper，表示发脾气；原译‘失去理智’是丧失理性，不是发怒本身。,1,112
1105960,ビュッフェ,21492,2,f9e784t2,example,minor,请给我两份午餐自助餐。,午餐自助餐，两位。,JAランチブッフェを二人明确是在订两位用餐，原译‘两份午餐自助餐’容易理解为要两份餐食。,1,112
1313280,歯形,21498,3,f28e994t3,example,major,最近我去看牙医，对方说以防万一，给我拍了牙模和X光片。这生意做得不错啊。,最近我去看牙医，对方说以防万一，给我取了牙模，还拍了X光片。这生意做得不错啊。,JA歯型をとられた及EN did a cast指取牙模/印模，不是拍摄牙模；原译把取模错写成拍照。,1,112
2857771,ひゃっほー,21554,2,f204e543t2,gloss,major,雅虎,耶！,本字段的yahoo是欢呼语，日文ひゃっほー也表示兴奋欢呼；原译‘雅虎’是公司品牌的音译，误认专名。,1,112
1258560,研究開発,21556,2,f23e745t2,example,major,企业正在缩减规模，并减少了用于研发的利益份额。,企业正在缩减规模，并减少将利润再投入研发的金额。,EN与JA均指减少用于研发再投入的利润金额；‘利益份额’是含混直译，没有说明被削减的是利润再投资额。,1,112
1742060,囂々,21565,0,f72e733t0,gloss,major,响亮的（批评、抗议等）,强烈的（批评、抗议等）,loud修饰批评、抗议时指声势强、猛烈，不是声音响亮；‘响亮的批评’不符合该语境。,1,112
1766690,スイカ割り,21575,0,f74e1872t0,gloss,major,切西瓜游戏,砸西瓜游戏,西瓜割り是用物品击打、砸开西瓜的游戏，不是用刀切西瓜；原译把游戏动作译错。,1,112
1656420,日雇い,21585,4,f64e241t4,example,major,不可能像过去那样做日工。,我已不能像从前那样从事繁重的日雇劳动了。,EN/JA表达无法像过去那样从事繁重的日雇劳动；原译说成不能做日工，遗漏劳动强度比较并改变了困难所在。,1,112
1588990,沖合,21617,3,f55e1824t3,example,major,几艘帆船并排驶向遥远的近海。,几艘帆船并排驶在远离海岸的海面上。,JAはるか沖合及EN far out at sea指远离海岸的海上；‘遥远的近海’将远海和近海两个相反位置并置。,1,112
1220270,旗色,21625,5,f19e1215t5,gloss,major,地位,立场,旗色sense 2中的position指所站的一方/立场；‘地位’表示社会级别，义项不符。,1,112
1200700,戒律,21705,1,f17e1373t1,gloss,minor,纪律,戒律,该组是宗教戒律义，discipline指宗教规范/戒条；‘纪律’通常指组织秩序，语域不符。,1,113
1149260,ワン・マン,21751,0,f12e1162t0,gloss,minor,一人（演出、团队等）,单人（演出、团队等）,one-man修饰演出或团队表示由一人承担/完成，原译‘一人（演出、团队等）’缺少可作前置定语的表达。,1,113
1489890,表面化,21815,0,f45e1204t0,gloss,major,趋于成熟,发展到关键阶段,coming to a head指问题/局势发展到关键点，表面化也指逐渐显现；原译‘趋于成熟’误解为生长成熟。,1,113
1051440,コル,21860,0,f5e787t0,gloss,critical,列,山口（山隘）,英语col在地理中是山间鞍部/山口，词头コル也是山岭鞍部；原译‘列’是无关字义。,1,113
2833866,ＥＤ,21923,3,f181e1267t3,gloss,minor,元素饮食,要素饮食,elemental diet是临床营养术语，中文医学资料使用‘要素饮食’，‘元素饮食’是按element直译。,1,114
2833866,ＥＤ,21923,8,f181e1267t8,xref,major,①片头曲；片头字幕,① 片头字幕；片头标题序列,xref EN是opening credits和title sequence，即片头演职员字幕/标题序列，不是opening theme song；原译‘片头曲’把字幕错成歌曲。,1,114
1146420,ロース,21947,2,f12e756t2,xref,minor,烤,烤肉,该xref对象roast作名词时指烤肉/烤制的肉；原译‘烤’只保留了烹饪动作。,1,114
1427880,張り倒す,21949,0,f39e1386t0,gloss,major,啪地放下,一巴掌打倒,張り倒す及knock down/floor指把人打倒；slap down在此是击倒对手，原译‘啪地放下’变成放置物品。,1,114
1458600,内政,21964,2,f42e1401t2,example,minor,该省负责国内事务的行政。,该部负责管理内政事务。,EN administers internal affairs及JA内政問題の行政をつかさどる表示负责管理内政事务；原译‘负责国内事务的行政’句法残缺。,1,114
1221100,機動隊,22013,2,f19e1377t2,example,major,机动队到达了现场。,防暴警察到达了现场。,EN明确为riot police，中文应为防暴警察；原译‘机动队’泛指机动单位，未说明警方及防暴职能。,1,114
2792560,人狼,22052,3,f170e1168t3,gloss,major,狼人（社交推理游戏）,杀人游戏,Mafia是社交推理游戏的一种，常称‘杀人游戏’；原译重复sense 2 的狼人，未区分英文所列另一游戏称呼。,1,114
1478140,抜きん出る,22113,2,f44e1124t2,gloss,minor,优秀,出众,抜きん出る是动词‘出众、胜过’，中文‘优秀’作为形容词不对应 to excel 的动作义。,1,115
2249350,機嫌の悪い,22156,1,f120e1903t1,example,major,那个脾气坏的男人对自己的女儿喋喋不休。,那个脾气暴躁的男人对女儿厉声斥责。,日文がみがみ言った及英文 snapped at 表示厉声责骂，旧译‘喋喋不休’只表达说个不停，漏掉责骂语气。,1,115
1619450,誰何,22177,2,f60e1140t2,example,minor,我觉得突然质问对方是谁，这样做很无趣。,我觉得突然盘问本人是谁也很失礼。,无粋在此是不得体、不懂礼数；英文 boorish 也非‘无趣’，日文句意是突然盘问身份欠妥。,1,115
1244120,区間,22207,3,f21e1738t3,example,major,目前尚无开通不通区间的计划。,目前尚无重新开通该封闭区间的希望。,日文是不通区间尚无开通见込み，旧译‘开通不通区间’语义自相矛盾且遗漏恢复通行的意思。,1,115
