review_stage,jmdict_id,term,reading,field_id,kind,source_en,source_ja,current_zh,reviewer_note_unverified
increment_5_to_20pct,1479770,半島,はんとう,f44e1411t2,gloss,Korea,,韩国,半島的敏感口语义英译为Korea，但中文‘韩国’可能限定为南韩；需结合该日语义的历史或语用范围确认是否应作‘朝鲜半岛’或其他表述，当前保留原译。
increment_5_to_20pct,2014400,撃鉄,げきてつ,f97e96t2,gloss,cocking piece,,击锤,撃鉄与英语cocking piece并非在所有枪械结构中都是同一部件；仅凭本条无法确认应统一译为击锤还是另用击栓/待击件，保留现译。
increment_5_to_20pct,1114050,ブランケット,ブランケット,f10e23t1,gloss,(rubber) blanket,,橡胶毯,该义为印刷术 rubber blanket，属于专业耗材名称；需核实中文行业规范术语是橡皮布、橡胶毯或其他称法，暂保留原译。
increment_5_to_20pct,2868440,管,くだ,f214e896t2,gloss,bobbin (in a shuttle or spinning wheel),,管,纺织机械中的 bobbin 是梭子或纺轮上的绕线部件，中文可能用梭芯、纡子或线轴；缺少具体机械语境，暂保留原译。
increment_5_to_20pct,2863331,ポコ,ポコ,f209e1341t0,gloss,poco,,poco,音乐术语 poco 在乐谱中常作力度/速度标记，具体应译‘稍许’还是作为意大利文演奏指示保留，需看其与后续术语的组合；本条单独列出暂保留原文。
increment_5_to_20pct,1320520,漆,うるし,f29e288t1,gloss,japan,,日本漆,英译 japan 指日本产漆/日本漆工艺，中文‘日本漆’可能是专门术语，也可能被理解为来自日本的普通漆；需结合工艺语境确认，暂保留。
increment_5_to_20pct,2864227,といいのだが,といいのだが,f210e975t2,gloss,I'd rather,,最好,日文文型といいのだが通常是‘希望……就好了’，但英文 I'd rather 表示‘宁愿……’；语源释义有冲突，现保留‘最好’待核实。
increment_5_to_20pct,1534990,黙示録,もくしろく,f49e1386t2,example,"Outside the mainstream of orthodox Judaism, the apocalyptic books were more successful with certain movements.",ユダヤ正統派の主流から外れた部分においては、黙示録はある種の運動に対して、より成功を収めたのである。,在犹太教正统派的主流之外，启示录在某些运动中取得了更大的成功。,英文说 apocalyptic books（末世启示类著作，复数/类型），日文却直接用黙示録，可能指具体《启示录》；现有中文《启示录》沿日文保留，缺少语境无法确定应译具体书名还是文类。
increment_5_to_20pct,1349040,少将,しょうしょう,f31e1749t2,gloss,air commodore,,空军少将,英文air commodore与中文空军少将并非同一军衔等级；日文少将对应的英语军衔体系映射存在来源冲突，无法确定应忠实翻译或保留日军阶等值。
increment_5_to_20pct,2866806,ヒラ,ヒラ,f212e1836t0,gloss,elongate ilisha (Ilisha elongata),,长体银鱼（Ilisha elongata）,Ilisha elongata的中文通用名存在不同译名；“长体银鱼”可能误归鲑形目银鱼类，但在无可靠术语来源支持的情况下暂不更改。
increment_5_to_20pct,2734060,クリュ,クリュ,f164e1627t0,gloss,cru (wine classification),,园,葡萄酒分类语境中的 cru 指产区/葡萄园等级或该等级酒，中文专业译名因体系和产地而异；单凭条目不能判断“园”是否为完整准确的本地术语，保留并待核。
increment_5_to_20pct,1596250,税込み,ぜいこみ,f57e508t1,gloss,pretax (income or profits),,税前（收入或利润）,本词头「税込み」明确表示含税，但该字段英文释义写 pretax，与词头相冲突；无法判断是该译文错位还是源条目英文错误，保留原文待查。
increment_5_to_20pct,1596250,税込み,ぜいこみ,f57e508t2,gloss,before tax,,税前,本词头「税込み」明确表示含税，但该字段英文释义写 before tax，与词头相冲突；无法判断是该译文错位还是源条目英文错误，保留原文待查。
increment_5_to_20pct,2827358,金属質,きんぞくしつ,f175e671t0,gloss,mineral matter,,矿物质,英语 mineral matter 与日语词头「金属質」的语义明显冲突；现中文对应英语，但无法判断是源英文错配还是日文义项错位，因此保留原文。
increment_5_to_20pct,1098080,バインダー,バインダー,f8e1561t3,gloss,binder,,捆扎物,binder 在缺少上下文时可指捆扎物、黏合剂或装订类物品；现译“捆扎物”是否符合该义项来源无法判断，保留待核。
increment_5_to_20pct,1932700,機関室,きかんしつ,f89e724t0,gloss,engine room,,机舱,engine room 的中文通常需按场景译为船舶“轮机舱”或建筑/设施“机房”，原条没有提供场景；保留“机舱”并待核具体对象。
increment_5_to_20pct,1415060,大麻,たいま,f38e929t5,gloss,Shinto paper offerings,,神道纸钱,日语「大麻」的古义指神道祭祀用的纸质祓具，英语泛写 Shinto paper offerings；其中文术语究竟是大麻、御幣、祓串等需结合仪式/词典来源核对，暂保留现译。
increment_5_to_20pct,2857561,ティタン,ティタン,f204e98t1,example,This handmade Italian-made titanium bicycle is terribly light.,この手(て)作(づく)りのイタリア製(せい)チタン自(じ)転(てん)車(しゃ)は、恐(おそ)ろしく軽(かる)い。,这辆意大利手工制作的钛合金自行车轻得惊人。,此组是希腊神话 Titan/土卫六义项，但例句说的是钛合金自行车，似乎来自读音相同的元素名义项；现译本身准确，但源义项归属不清，保留待查。
increment_5_to_20pct,1471090,波紋,はもん,f43e1641t4,gloss,Japanese slit drum,,日本裂鼓,music义的Japanese slit drum为一种日本铁制开槽打击乐器，但不确定“日本裂鼓”是否为中文规范乐器名；需音乐器物术语来源确认。
increment_5_to_20pct,1606250,略奪,りゃくだつ,f59e365t4,example,"According to Tom, Mary is just a predatory guru who promises gain.",トムによって、メアリー様(さま)は利(り)益(えき)を約(やく)束(そく)する略(りゃく)奪(だつ)の尊(そん)師(し)の一(ひと)つしかありません。,据汤姆所说，玛丽只不过是承诺利益的一个掠夺者。,英文与日文都把 predatory 表作略夺性、把 guru 表作宗师，但整句人物身份及“承诺利益”的修饰关系不够明确，现译漏出guru，无法可靠重构整句译文。
increment_5_to_20pct,1037590,カッター,カッター,f4e673t7,gloss,cutter (boat),,切割船,cutter (boat) 是具体船型术语，现译“切割船”显然按词面硬译，但这一词条可能指不同小艇类型，未核实可靠的对应船型名称前保留原文。
increment_5_to_20pct,2207110,印象を与える,いんしょうをあたえる,f116e582t2,example,I'm afraid the story will give him a wrong impression.,この話(はなし)をすると彼(かれ)は間(ま)違(ちが)った印(いん)象(しょう)を与(あた)えるんじゃないかな。,讲这个故事，恐怕会给他留下错误的印象吧。,中文依英文把故事作为给予错误印象的原因；日文则以彼（他）为“给出错误印象”的主语，日英主客体冲突，无法可靠裁定应如何改写中文，暂保留。
increment_5_to_20pct,1634710,集合体,しゅうごうたい,f61e1999t2,example,"Together, the developers may amend this constitution, provided a 3:1 majority is in agreement.",開発者は集合体として以下の権限を持つ。３：１の賛成多数をもって、この憲章を修正できる。,开发者作为集合体拥有以下权限。以3:1的多数赞成票，可以修改本章程。,英文例句仅为开发者一起可修改章程，日文与中文都另有‘作为集合体拥有权限’的句子成分，三方并非完全对齐；仅凭当前字段无法确定中文是否对应了更长的英文源句，因此保留原文待源文核对。
increment_5_to_20pct,1232670,虚偽,きょぎ,f20e1728t4,example,Reject all its lies and vulgarity.,新(しん)聞(ぶん)のさまざまな虚(きょ)偽(ぎ)や卑(ひ)俗(ぞく)さにも関(かか)わらず。,不顾新闻中各种虚假与卑俗之处。,英文例句说‘拒绝/摒弃其谎言和低俗’，而日文、中文都表现‘尽管报纸内容虚伪低俗’；两源方向不同，无法确定应以哪句为准，暂保留。
increment_5_to_20pct,1224560,偽善,ぎぜん,f20e249t1,example,Hypocrisy is the homage that vice pays to virtue.,偽善とは悪徳が徳に対して払う忠順の誓いである。,伪善是恶德对德所支付的忠顺的誓约。,英文 famous quotation 用 homage（致敬），日语来源却写忠順の誓い（忠顺誓言），现中文沿用了日语的誓约义；例句两种来源含义不完全一致，按规则保留待确认。
increment_5_to_20pct,1498970,武勇伝,ぶゆうでん,f46e820t5,gloss,acts of violence,,武勇传,该义英文为 acts of violence，而日语词头及其他同sense释义均是勇武事迹/英雄故事，无法判断这条释义是否指暴力事迹或英文源义误配，保留原译待核。
increment_5_to_20pct,1242420,近代,きんだい,f21e1483t4,gloss,"early modern period (in Japan, usu. from the Meiji Restoration until the end of World War II)",,近代（指日本明治维新至二战结束）,英文 historical gloss 的 early modern period 与日语近代及中文所给日本明治维新至二战时期并非同一历史分期；现译遵循日语词义，留待源文核对。
increment_5_to_20pct,1326110,主犯,しゅはん,f29e1499t0,gloss,principal offence,,主罪,英语 principal offence 指主要罪行，但日语主犯及当前中文‘主罪’分别指主犯、主要罪名；无法由字段确定英语是否错配或目标应补另一个词义，保留待核。
increment_5_to_20pct,1631830,癖に,くせに,f61e1395t2,gloss,when,,当……时,英文释义 when 与中文‘当……时’对应，但日语助词癖に通常表达‘明明……却/尽管’，看起来是源释义与日语用法冲突；无法仅据此批次判断是否存在特殊语境义，暂不改。
increment_5_to_20pct,1188590,いずれまた,いずれまた,f16e1170t2,gloss,before long,,改日,英文 before long 表示不久，日文いずれまた通常是改天、以后某时；现译‘改日’贴合日语，但英文时间远近不同，暂不擅改。
increment_5_to_20pct,1171740,羽交い締め,はがいじめ,f14e1703t0,gloss,full nelson,,全身锁,full nelson 是摔跤中的特定控制技法，‘全身锁’不确定是否为该技法的标准中文术语；暂保留原译，避免擅换术语。
increment_5_to_20pct,2864648,眉をしかめる,まゆをしかめる,f210e1878t1,gloss,to raise one's eyebrows,,扬起眉毛,英文释义为 to raise one's eyebrows，但日文词头 眉をしかめる／顰める 通常指皱眉；中译“扬起眉毛”忠实英文却可能背离日文，需确认原词源/释义是否误配。
increment_5_to_20pct,1357420,織る,おる,f32e1413t1,example,She folded napkins all the way.,彼(かの)女(じょ)はずっとナプキンを織(お)り続(つづ)けた。,她一直在织餐巾。,英文例句说折叠餐巾，日文明确说持续织餐巾，冲突无法仅靠释义判定；现有中文跟日文。
increment_5_to_20pct,1436380,提携,ていけい,f40e891t5,gloss,sponsorship,,赞助,日文提携通常是合作/伙伴关系，英文 sponsorship 也可能有赞助含义；当前中译赞助无法在缺少具体语境时判定为错。
increment_5_to_20pct,2254740,スカスカ,スカスカ,f121e1020t3,gloss,pithy,,疏松的,英文 pithy 通常指简洁有力，与日文スカスカ的空疏义以及中文“疏松”不吻合；可能是源释义误配，暂保留中译。
increment_5_to_20pct,1543860,余す,あます,f50e1101t3,example,He tried to save something from his travel expenses.,彼(かれ)は、旅(りょ)券(けん)を余(あま)そうとした。,他试图节省旅费。,英文说节省旅费，日文写 旅券（护照）を余そう，二者词义冲突；中文当前跟英文，需核对原例句是否误植。
increment_5_to_20pct,1644740,涙腺,るいせん,f63e26t2,example,I was told my tear duct was blocked.,涙(るい)腺(せん)が詰(つ)まっていると言(い)われました。,听说泪腺堵塞了。,英文例句称 tear duct（泪管）堵塞，日文写 涙腺（泪腺）堵塞，二者是不同解剖结构；中文跟随日文，需确认英文原句是否误配。
increment_5_to_20pct,1478100,罰則,ばっそく,f44e1109t5,gloss,penal code,,处罚法典,英文 penal code 通常为刑法典，日文 罰則 指处罚条款/制裁规定，原译按英文；义项源文的范围不一致，暂不改。
increment_5_to_20pct,2037860,ただじゃおかねえ,ただじゃおかねえ,f99e487t1,gloss,you'd better keep your mouth shut!,,你最好闭上嘴！,英文给出‘you'd better keep your mouth shut’，中文现译对应这句话，但日文原句ただじゃおかねえ及例句都表示‘不会轻易放过你’的威胁，源义与此条英文释义不一致；保留原文待确认源条目。
increment_5_to_20pct,1519190,忘る,わする,f48e593t0,gloss,to lose something,,遗失,日文词头忘る通常表示‘忘记’，但英文释义限定为 to lose something、原译为‘遗失’；目前无法确认这里指遗失物品还是忘记，保留原译并标记源义冲突。
increment_5_to_20pct,1881600,杓,しゃく,f85e1386t5,gloss,Queen Anne's lace,,安妮女王蕾丝,Queen Anne's lace 常见对应野胡萝卜，而本条日语植物名/同组其他英文名指向 Anthriscus sylvestris；需确认词典源条目的植物种对应，暂不按字面保留或擅自改植物中文名。
increment_5_to_20pct,1750010,青木,あおき,f73e332t0,gloss,Japanese laurel (Aucuba japonica),,日本桂（Aucuba japonica）,Aucuba japonica 的中文植物通名存在地区及分类名差异；“日本桂”是否为本词典采用的规范名称需要植物学来源确认，暂不替换。
increment_5_to_20pct,1089390,ドロー,ドロー,f8e294t3,gloss,draw (shot),,抽球（高尔夫）,draw shot 是特定高尔夫球路术语，不等于泛指抽球；中文规范术语的左右曲方向依击球者惯用手而异，需核对专业术语后再定。
increment_5_to_20pct,1146130,レンジャー,レンジャー,f12e711t0,gloss,ranger,,护林员,ranger 可指护林员，也可指特定军警/特种部队人员；现有示例没有足够信息确定其语境所指，暂不保留单一职业译法。
increment_5_to_20pct,1635910,受精,じゅせい,f62e212t3,gloss,pollination,,授粉,日语受精指受精过程，但英文 gloss 列入 pollination（授粉），二者是不同的生物学过程；源文相互冲突，暂不改中文。
increment_5_to_20pct,1116970,プレミア,プレミア,f10e471t0,gloss,premium,,高级的；优质的,プレミア作名词时可能指高于原价的溢价/炒价，也可能借英语 premium 表示优质；仅凭该条未标注的 gloss 无法确定此处取义，暂不改。
increment_5_to_20pct,1416790,鱈,たら,f38e1260t0,gloss,"gadid (any fish of the family Gadidae, incl. cod, haddock, whiting and pollack)",,鳕鱼科鱼类（包括鳕鱼、黑线鳕、白线鳕和油鳎等）,英文 fish-family 列表中的 pollack 被译为“油鳎”，但油鳎属于不同鱼类；这些鱼类通名的中文对应涉及分类和地区名称差异，需核对权威鱼类名录后再修正。
increment_5_to_20pct,1401720,総長,そうちょう,f37e395t1,gloss,vice-chancellor,,副校长,大学总长/校长职位的中英制度对应不一；英式 vice-chancellor 常是大学最高负责人，而中文“副校长”通常低于校长，需结合日本职位制度确认。
increment_5_to_20pct,1176380,延べ,のべ,f15e676t0,gloss,futures,,未来,延べ本义及本条其他释义都围绕累计/总量，英文孤立给出 futures，中文按此译为“未来”；缺少语境判断这里是否为金融期货义或英文源条目误配，暂不改。
increment_5_to_20pct,1098470,バスター,バスター,f8e1624t0,gloss,fake bunt,,假推棒,fake bunt/slash bunt 是棒球战术术语，中文术语需核对规则和专业译名；“假推棒”“劈砍推棒”明显生硬，但不宜在未确认对应动作前替换。
increment_5_to_20pct,1098470,バスター,バスター,f8e1624t1,gloss,slash bunt,,劈砍推棒,slash bunt 为特定棒球战术，与一般击球动作不同，需核对规范中文名称后再修订。
increment_5_to_20pct,1566240,孵化,ふか,f52e1619t0,gloss,incubation,,孵化,日语孵化及中文“孵化”指卵孵出，而英文 incubation 特指孵化前的保温/发育过程；日英源释义不一致，暂不替换。
increment_5_to_20pct,1401770,総務,そうむ,f37e407t4,gloss,adjutant general,,参谋长,adjutant general 是特定军职，中文“参谋长”通常对应 chief of staff，二者职掌/级别不必然相同，需确认所指国家军制后再定。
increment_5_to_20pct,1583420,氷水,こおりみず,f54e1967t3,xref,shaved ice (usually served with flavored simple syrup); Italian ice; snow cone; sno-cone,,刨冰（通常搭配风味糖浆食用）；意大利冰；雪锥；雪锥,xref 里的 Italian ice 和 snow cone 是地区性刨冰甜品名称，“意大利冰”“雪锥”均是生硬直译，需核对对应食品及规范中文通名。
increment_5_to_20pct,1980130,マイン,マイン,f93e1125t0,gloss,mine,,矿脉,マイン的英语mine可指矿井/矿坑、矿藏或水雷等；缺少领域标签或语境，现有‘矿脉’仅与其中矿藏义吻合，暂不据此擅改。
increment_5_to_20pct,1109520,フェーズ,フェーズ,f9e1337t0,gloss,phase,,相位,フェーズ的英语phase可泛指阶段，也可指物理相位；条目没有学科标签或语境，现译相位可能过度限缩，先保留并记录。
increment_5_to_20pct,2865741,スマ,スマ,f211e1891t0,gloss,mackerel tuna (Euthynnus affinis),,鲣鱼（Euthynnus affinis）,Euthynnus affinis的中文标准物种名可能是扁舵鲣，而现译鲣鱼较宽泛；具体常用名有地域差异，未据此擅改。
increment_5_to_20pct,2811510,豆汁,ご,f172e969t0,gloss,go,,go,日语读音ご及英文go与紧随其后的大豆浸泡研磨释义并不直观对应，可能涉及传统大豆原料称呼；现译也未处理为中文，需可靠术语来源后再改。
increment_5_to_20pct,1953900,掴み,つかみ,f91e599t2,xref,scoring combination made with captured cards; meld,,由抓取的牌组成的计分组合；副露,花札语境的 scoring combination / meld 需要核实标准中文牌型术语；现译‘副露’是麻将专门术语，不能确认花札对应说法，暂不擅自替换。
increment_5_to_20pct,1697020,組手,くみて,f68e305t7,gloss,yotsu-gumi clinch,,四股组手,相扑 yotsu-gumi clinch 是腰带抓握/四つ組み相扑姿势；中文‘四股组手’疑为误套‘四股’，但具体规范译名需要核实术语来源。
increment_5_to_20pct,1299430,雑種,ざっしゅ,f27e243t3,example,Europe is a continent of energetic peoples.,ヨーロッパは強(きょう)力(りょく)な雑(ざっ)種(しゅ)民(みん)族(ぞく)大(たい)陸(りく)である。,欧洲是一个充满活力的混合民族大陆。,例句日文为「ヨーロッパは強力な雑種民族大陸である」，与英文 energetic peoples 及现译“充满活力的混合民族大陆”存在强力/活力等源文差异；表达还涉及作者对民族混合的修辞，暂不能可靠定稿，保持原文。
increment_5_to_20pct,1272760,候補地,こうほち,f24e1432t1,gloss,site chosen,,候选地,EN site chosen 与本词头候補地（候选地点）存在已选定/候选状态差异；现译按日文为“候选地”，尚不清楚英文释义是宽泛表达还是实质矛盾，暂保留。
increment_5_to_20pct,1939080,新聞配達,しんぶんはいたつ,f89e1901t2,gloss,new,,新的,「新聞配達」整体指送报/送报工作，但该字段英文单独为 new、中文为“新的”，与词头及同组其他送报义明显冲突；无法确认该字段原本想表达的子义，先保留并标疑。
increment_5_to_20pct,2869616,タクト,タクト,f215e1183t3,gloss,tact (verbal operant),,言语行为,心理学/行为分析中的 tact (verbal operant) 是 Skinner 术语，现译“言语行为”过于泛化；其规范中文术语（如指称行为/命名行为）需要领域来源确认。
increment_5_to_20pct,2869616,タクト,タクト,f215e1183t4,xref,mand (verbal operant),,言语行为,这是对 mand 这一心理学言语行为术语的 xref 释义，目前译“言语行为”未区分 tact 与 mand；需确认 mand 的规范中文术语后再修。
increment_5_to_20pct,1794450,洋服屋,ようふくや,f77e1721t2,example,My dress was ruined when it came back from the cleaner's.,私の洋服屋から戻ってきた時に破れていた。,我的衣服从干洗店回来时已经破了。,例句日文写「私の洋服屋から戻ってきた時に破れていた」而英文是从干洗店回来，中文跟随英文；日英源句指涉有冲突，无法仅据现有文本确定正确事件。
increment_5_to_20pct,1627070,日銭,ひぜに,f61e446t1,gloss,money paid by daily installments,,每日分期付款,日語日銭通常指每日现金收入或日结收入，但此英文义明确写 money paid by daily installments；原译“每日分期付款”忠实于英文，来源之间存在语义冲突，暂不改动。
increment_5_to_20pct,1169650,引導,いんどう,f14e1242t0,gloss,last words recited to the newly departed,,临终开示,佛教术语引導指向亡者宣读的特定仪式用语，‘临终开示’可能把对象/时点提前到临终前；需确认具体汉传佛教仪式规范。
increment_5_to_20pct,1169650,引導,いんどう,f14e1242t1,gloss,requiem,,安魂曲,requiem通常指安魂弥撒或安魂曲，与佛教引導仪式是否等值无法可靠确定，保留原译并标记待专业确认。
increment_5_to_20pct,1324940,主,おも,f29e1322t7,gloss,main secondary or supporting role (in kyogen),,（狂言中的）主要次要角色或配角,狂言角色名称的专业划分无法仅凭此释义可靠确认，英文‘main secondary or supporting role’本身也含混；暂保留。
increment_5_to_20pct,1324940,主,おも,f29e1322t9,xref,main deuteragonist; main secondary or supporting role,,主要次要角色；主要次要角色或配角,xref中main deuteragonist是特定戏剧角色称谓，难以确定狂言中的准确中文术语，暂保留。
increment_5_to_20pct,1497760,符帳,ふちょう,f46e612t2,gloss,mark,,（秘密）暗号,该义项的日文词头符帳可指暗记/符号，英文 mark 也有一般标记和秘密标记义，现译‘（秘密）暗号’可能成立；因释义约束不足，暂不擅自替换。
increment_5_to_20pct,1497760,符帳,ふちょう,f46e612t3,gloss,(secret) price mark,,暗语,符帳作为历史上的秘密价格标记/暗记，具体对应何种标价暗号形式无法仅凭通用释义确认；暂保留现译并待历史术语核对。
